VehicleID,Sequence,ORD_NO,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
VEH_42,2,M18389044,D_536,2023-05-04 03:45:14.732653020,0,60,2023-05-04 04:45:14.732653020,No
VEH_42,1,Null,O_9,2023-05-04 08:36:46.808017920,0 days 03:23:13.191982080,0,2023-05-04 12:00:00,Null
VEH_42,2,M18391067,D_424,2023-05-04 16:53:25.455526680,0,60,2023-05-04 17:53:25.455526680,No
VEH_42,1,Null,O_9,2023-05-04 22:32:04.395933180,0 days 01:27:55.604066820,0,2023-05-05 00:00:00,Null
VEH_42,2,M18393420,D_425,2023-05-05 05:05:02.148298740,0,60,2023-05-05 06:05:02.148298740,No
VEH_42,1,Null,O_9,2023-05-05 10:47:52.416174780,0 days 01:12:07.583825220,0,2023-05-05 12:00:00,Null
VEH_42,2,M18393427,D_426,2023-05-05 14:56:51.165805200,0,60,2023-05-05 15:56:51.165805200,No
VEH_42,1,Null,O_9,2023-05-05 18:59:45.353504640,0 days 05:00:14.646495360,0,2023-05-06 00:00:00,Null
VEH_42,2,M18393656,D_273,2023-05-06 03:58:17.049403920,0,60,2023-05-06 04:58:17.049403920,No
VEH_42,1,Null,O_9,2023-05-06 08:53:18.509531400,0 days 03:06:41.490468600,0,2023-05-06 12:00:00,Null
VEH_42,2,M18393541,D_681,2023-05-06 14:16:59.437275,0,60,2023-05-06 15:16:59.437275,No
VEH_42,1,Null,O_9,2023-05-06 17:35:57.670730280,0 days 00:24:02.329269720,0,2023-05-06 18:00:00,Null
VEH_42,2,M18393571,D_581,2023-05-06 21:25:23.501175120,0,60,2023-05-06 22:25:23.501175120,No
VEH_42,1,Null,O_9,2023-05-07 01:57:02.363568,,0,,Null
VEH_43,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_43,2,M18385491,D_332,2023-05-01 00:49:25.521059220,0,60,2023-05-01 01:49:25.521059220,Yes
VEH_43,1,Null,O_9,2023-05-01 02:41:26.338466460,0 days 03:18:33.661533540,0,2023-05-01 06:00:00,Null
VEH_43,2,M18385492,D_316,2023-05-01 07:21:14.981705040,0,60,2023-05-01 08:21:14.981705040,No
VEH_43,1,Null,O_9,2023-05-01 09:45:49.927815240,0 days 02:14:10.072184760,0,2023-05-01 12:00:00,Null
VEH_43,2,M18385493,D_344,2023-05-01 12:26:52.910454900,0,60,2023-05-01 13:26:52.910454900,No
VEH_43,1,Null,O_9,2023-05-01 13:54:02.147074380,0 days 04:05:57.852925620,0,2023-05-01 18:00:00,Null
VEH_43,2,M18385494,D_345,2023-05-01 19:13:06.568580280,0,60,2023-05-01 20:13:06.568580280,No
VEH_43,1,Null,O_9,2023-05-01 21:28:54.233932680,0 days 02:31:05.766067320,0,2023-05-02 00:00:00,Null
VEH_43,2,M18387170,D_386,2023-05-02 01:10:58.861887600,0,60,2023-05-02 02:10:58.861887600,No
VEH_43,1,Null,O_9,2023-05-02 03:25:12.817979220,0 days 02:34:47.182020780,0,2023-05-02 06:00:00,Null
VEH_43,2,M18386963,D_426,2023-05-02 08:56:51.165805200,0,60,2023-05-02 09:56:51.165805200,No
VEH_43,1,Null,O_9,2023-05-02 12:59:45.353504640,0 days 05:00:14.646495360,0,2023-05-02 18:00:00,Null
VEH_43,2,M18386939,D_425,2023-05-02 23:05:02.148298740,0,60,2023-05-03 00:05:02.148298740,No
VEH_43,1,Null,O_9,2023-05-03 04:47:52.416174780,0 days 01:12:07.583825220,0,2023-05-03 06:00:00,Null
VEH_43,2,M18386952,D_438,2023-05-03 09:09:18.425202120,0,60,2023-05-03 10:09:18.425202120,No
VEH_43,1,Null,O_9,2023-05-03 13:24:20.145594720,0 days 04:35:39.854405280,0,2023-05-03 18:00:00,Null
VEH_43,2,M18389172,D_426,2023-05-03 20:56:51.165805200,0,60,2023-05-03 21:56:51.165805200,No
VEH_43,1,Null,O_9,2023-05-04 00:59:45.353504640,0 days 05:00:14.646495360,0,2023-05-04 06:00:00,Null
VEH_43,2,M18389038,D_438,2023-05-04 09:09:18.425202120,0,60,2023-05-04 10:09:18.425202120,No
VEH_43,1,Null,O_9,2023-05-04 13:24:20.145594720,0 days 04:35:39.854405280,0,2023-05-04 18:00:00,Null
VEH_43,2,M18389041,D_535,2023-05-04 21:10:49.844178900,0,60,2023-05-04 22:10:49.844178900,No
VEH_43,1,Null,O_9,2023-05-05 01:25:30.463994280,0 days 04:34:29.536005720,0,2023-05-05 06:00:00,Null
VEH_43,2,M18393285,D_424,2023-05-05 10:53:25.455526680,0,60,2023-05-05 11:53:25.455526680,No
VEH_43,1,Null,O_9,2023-05-05 16:32:04.395933180,0 days 01:27:55.604066820,0,2023-05-05 18:00:00,Null
VEH_43,2,M18393419,D_362,2023-05-05 23:07:09.136695180,0,60,2023-05-06 00:07:09.136695180,No
VEH_43,1,Null,O_9,2023-05-06 04:50:11.064802260,0 days 01:09:48.935197740,0,2023-05-06 06:00:00,Null
VEH_43,2,M18393581,D_460,2023-05-06 09:57:54.166623780,0,60,2023-05-06 10:57:54.166623780,No
VEH_43,1,Null,O_9,2023-05-06 15:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-06 18:00:00,Null
VEH_43,2,M18394396,D_332,2023-05-06 18:49:25.521059220,0,60,2023-05-06 19:49:25.521059220,No
VEH_43,1,Null,O_9,2023-05-06 20:41:26.338466460,,0,,Null
VEH_44,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_44,2,M18386998,D_293,2023-05-01 01:15:49.350238260,0,60,2023-05-01 02:15:49.350238260,No
VEH_44,3,M18385613,D_293,2023-05-01 01:15:49.350238260,60,60,2023-05-01 03:15:49.350238260,No
VEH_44,1,Null,O_9,2023-05-01 04:31:54.150383760,0 days 01:28:05.849616240,0,2023-05-01 06:00:00,Null
VEH_44,2,M18385276,D_282,2023-05-01 07:18:39.303936060,0,60,2023-05-01 08:18:39.303936060,No
VEH_44,1,Null,O_9,2023-05-01 09:37:21.962451420,0 days 02:22:38.037548580,0,2023-05-01 12:00:00,Null
VEH_44,2,M18385489,D_343,2023-05-01 12:36:42.867956940,0,60,2023-05-01 13:36:42.867956940,No
VEH_44,1,Null,O_9,2023-05-01 14:11:23.923611300,0 days 03:48:36.076388700,0,2023-05-01 18:00:00,Null
VEH_44,2,M18385435,D_310,2023-05-01 19:26:24.766725720,0,60,2023-05-01 20:26:24.766725720,No
VEH_44,1,Null,O_9,2023-05-01 21:54:01.502243640,0 days 02:05:58.497756360,0,2023-05-02 00:00:00,Null
VEH_44,2,M18386940,D_435,2023-05-02 01:25:40.211608560,0,60,2023-05-02 02:25:40.211608560,No
VEH_44,1,Null,O_9,2023-05-02 03:52:17.701533780,0 days 02:07:42.298466220,0,2023-05-02 06:00:00,Null
VEH_44,2,M18386709,D_424,2023-05-02 10:53:25.455526680,0,60,2023-05-02 11:53:25.455526680,No
VEH_44,1,Null,O_9,2023-05-02 16:32:04.395933180,0 days 01:27:55.604066820,0,2023-05-02 18:00:00,Null
VEH_44,2,M18386934,D_362,2023-05-02 23:07:09.136695180,0,60,2023-05-03 00:07:09.136695180,No
VEH_44,1,Null,O_9,2023-05-03 04:50:11.064802260,0 days 01:09:48.935197740,0,2023-05-03 06:00:00,Null
VEH_44,2,M18388972,D_425,2023-05-03 11:05:02.148298740,0,60,2023-05-03 12:05:02.148298740,No
VEH_44,1,Null,O_9,2023-05-03 16:47:52.416174780,0 days 01:12:07.583825220,0,2023-05-03 18:00:00,Null
VEH_44,2,M18387144,D_460,2023-05-03 21:57:54.166623780,0,60,2023-05-03 22:57:54.166623780,No
VEH_44,1,Null,O_9,2023-05-04 03:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-04 06:00:00,Null
VEH_44,2,M18391373,D_426,2023-05-04 08:56:51.165805200,0,60,2023-05-04 09:56:51.165805200,No
VEH_44,1,Null,O_9,2023-05-04 12:59:45.353504640,0 days 05:00:14.646495360,0,2023-05-04 18:00:00,Null
VEH_44,2,M18391063,D_424,2023-05-04 22:53:25.455526680,0,60,2023-05-04 23:53:25.455526680,No
VEH_44,1,Null,O_9,2023-05-05 04:32:04.395933180,0 days 01:27:55.604066820,0,2023-05-05 06:00:00,Null
VEH_44,2,M18391881,D_362,2023-05-05 11:07:09.136695180,0,60,2023-05-05 12:07:09.136695180,No
VEH_44,1,Null,O_9,2023-05-05 16:50:11.064802260,0 days 01:09:48.935197740,0,2023-05-05 18:00:00,Null
VEH_44,2,M18391928,D_273,2023-05-05 21:58:17.049403920,0,60,2023-05-05 22:58:17.049403920,No
VEH_44,1,Null,O_9,2023-05-06 02:53:18.509531400,0 days 03:06:41.490468600,0,2023-05-06 06:00:00,Null
VEH_44,2,M18393657,D_273,2023-05-06 09:58:17.049403920,0,60,2023-05-06 10:58:17.049403920,No
VEH_44,1,Null,O_9,2023-05-06 14:53:18.509531400,0 days 03:06:41.490468600,0,2023-05-06 18:00:00,Null
VEH_44,2,M18393661,D_286,2023-05-06 20:52:51.946527600,0,60,2023-05-06 21:52:51.946527600,No
VEH_44,1,Null,O_9,2023-05-07 00:47:19.499728980,,0,,Null
VEH_45,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_45,2,M18386900,D_293,2023-05-01 01:15:49.350238260,0,60,2023-05-01 02:15:49.350238260,No
VEH_45,1,Null,O_9,2023-05-01 03:31:54.150383760,0 days 02:28:05.849616240,0,2023-05-01 06:00:00,Null
VEH_45,2,M18385289,D_284,2023-05-01 07:42:45.470043780,0,60,2023-05-01 08:42:45.470043780,No
VEH_45,1,Null,O_9,2023-05-01 10:26:11.714842080,0 days 01:33:48.285157920,0,2023-05-01 12:00:00,Null
VEH_45,2,M18434022,D_301,2023-05-01 12:22:35.005233600,0,60,2023-05-01 13:22:35.005233600,No
VEH_45,3,M18434026,D_301,2023-05-01 12:22:35.005233600,60,60,2023-05-01 14:22:35.005233600,No
VEH_45,1,Null,O_9,2023-05-01 14:45:36.992678280,0 days 03:14:23.007321720,0,2023-05-01 18:00:00,Null
VEH_45,2,M18385280,D_276,2023-05-01 19:24:26.072685060,0,60,2023-05-01 20:24:26.072685060,No
VEH_45,1,Null,O_9,2023-05-01 21:50:40.610511600,0 days 02:09:19.389488400,0,2023-05-02 00:00:00,Null
VEH_45,2,M18385496,D_346,2023-05-02 04:29:12.913514280,0,60,2023-05-02 05:29:12.913514280,No
VEH_45,1,Null,O_9,2023-05-02 09:49:02.878648920,0 days 02:10:57.121351080,0,2023-05-02 12:00:00,Null
VEH_45,2,M18386209,D_399,2023-05-02 15:08:12.011254860,0,60,2023-05-02 16:08:12.011254860,No
VEH_45,1,Null,O_9,2023-05-02 19:22:03.464776020,0 days 04:37:56.535223980,0,2023-05-03 00:00:00,Null
VEH_45,2,M18387146,D_460,2023-05-03 03:57:54.166623780,0,60,2023-05-03 04:57:54.166623780,No
VEH_45,1,Null,O_9,2023-05-03 09:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-03 12:00:00,Null
VEH_45,2,M18389019,D_526,2023-05-03 12:57:24.817030800,0,60,2023-05-03 13:57:24.817030800,No
VEH_45,1,Null,O_9,2023-05-03 14:58:25.020071760,0 days 03:01:34.979928240,0,2023-05-03 18:00:00,Null
VEH_45,2,M18388974,D_429,2023-05-03 21:29:48.532890480,0,60,2023-05-03 22:29:48.532890480,No
VEH_45,1,Null,O_9,2023-05-04 02:00:53.484102060,0 days 03:59:06.515897940,0,2023-05-04 06:00:00,Null
VEH_45,2,M18389045,D_536,2023-05-04 09:45:14.732653020,0,60,2023-05-04 10:45:14.732653020,No
VEH_45,1,Null,O_9,2023-05-04 14:36:46.808017920,0 days 03:23:13.191982080,0,2023-05-04 18:00:00,Null
VEH_45,2,M18391353,D_425,2023-05-04 23:05:02.148298740,0,60,2023-05-05 00:05:02.148298740,No
VEH_45,1,Null,O_9,2023-05-05 04:47:52.416174780,0 days 01:12:07.583825220,0,2023-05-05 06:00:00,Null
VEH_45,2,M18391680,D_460,2023-05-05 09:57:54.166623780,0,60,2023-05-05 10:57:54.166623780,No
VEH_45,1,Null,O_9,2023-05-05 15:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-05 18:00:00,Null
VEH_45,2,M18391874,D_273,2023-05-05 21:58:17.049403920,0,60,2023-05-05 22:58:17.049403920,No
VEH_45,1,Null,O_9,2023-05-06 02:53:18.509531400,0 days 03:06:41.490468600,0,2023-05-06 06:00:00,Null
VEH_45,2,M18393561,D_312,2023-05-06 09:24:32.015127599,0,60,2023-05-06 10:24:32.015127599,No
VEH_45,1,Null,O_9,2023-05-06 13:55:19.391472840,0 days 04:04:40.608527160,0,2023-05-06 18:00:00,Null
VEH_45,2,M18395146,D_293,2023-05-06 19:15:49.350238260,0,60,2023-05-06 20:15:49.350238260,No
VEH_45,1,Null,O_9,2023-05-06 21:31:54.150383760,,0,,Null
VEH_46,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_46,2,M18385275,D_282,2023-05-01 01:18:39.303936060,0,60,2023-05-01 02:18:39.303936060,No
VEH_46,1,Null,O_9,2023-05-01 03:37:21.962451420,0 days 02:22:38.037548580,0,2023-05-01 06:00:00,Null
VEH_46,2,M18434021,D_301,2023-05-01 06:22:35.005233600,0,60,2023-05-01 07:22:35.005233600,No
VEH_46,3,M18434025,D_301,2023-05-01 06:22:35.005233600,60,60,2023-05-01 08:22:35.005233600,No
VEH_46,1,Null,O_9,2023-05-01 08:45:36.992678280,0 days 03:14:23.007321720,0,2023-05-01 12:00:00,Null
VEH_46,2,M18385290,D_285,2023-05-01 12:21:30.007670160,0,60,2023-05-01 13:21:30.007670160,No
VEH_46,1,Null,O_9,2023-05-01 13:42:06.019757220,0 days 04:17:53.980242780,0,2023-05-01 18:00:00,Null
VEH_46,2,M18384764,D_264,2023-05-01 19:17:49.053010080,0,60,2023-05-01 20:17:49.053010080,No
VEH_46,1,Null,O_9,2023-05-01 21:39:41.445701340,0 days 02:20:18.554298660,0,2023-05-02 00:00:00,Null
VEH_46,2,M18386356,D_404,2023-05-02 01:38:13.153195740,0,60,2023-05-02 02:38:13.153195740,No
VEH_46,3,M18386352,D_404,2023-05-02 01:38:13.153195740,60,60,2023-05-02 03:38:13.153195740,No
VEH_46,1,Null,O_9,2023-05-02 05:18:39.396058440,0 days 00:41:20.603941560,0,2023-05-02 06:00:00,Null
VEH_46,2,M18385497,D_347,2023-05-02 11:02:17.145496319,0,60,2023-05-02 12:02:17.145496319,No
VEH_46,1,Null,O_9,2023-05-02 16:39:48.834981480,0 days 01:20:11.165018520,0,2023-05-02 18:00:00,Null
VEH_46,2,M18385495,D_319,2023-05-02 23:16:33.151549500,0,60,2023-05-03 00:16:33.151549500,No
VEH_46,1,Null,O_9,2023-05-03 05:15:03.345231900,0 days 00:44:56.654768100,0,2023-05-03 06:00:00,Null
VEH_46,2,M18387212,D_476,2023-05-03 10:19:03.574050600,0,60,2023-05-03 11:19:03.574050600,No
VEH_46,1,Null,O_9,2023-05-03 15:33:41.613951480,0 days 02:26:18.386048520,0,2023-05-03 18:00:00,Null
VEH_46,2,M18386954,D_439,2023-05-03 20:08:31.463944260,0,60,2023-05-03 21:08:31.463944260,No
VEH_46,1,Null,O_9,2023-05-03 23:19:14.143242060,0 days 00:40:45.856757940,0,2023-05-04 00:00:00,Null
VEH_46,2,M18391354,D_429,2023-05-04 03:29:48.532890480,0,60,2023-05-04 04:29:48.532890480,No
VEH_46,1,Null,O_9,2023-05-04 08:00:53.484102060,0 days 03:59:06.515897940,0,2023-05-04 12:00:00,Null
VEH_46,2,M18391351,D_362,2023-05-04 17:07:09.136695180,0,60,2023-05-04 18:07:09.136695180,No
VEH_46,1,Null,O_9,2023-05-04 22:50:11.064802260,0 days 01:09:48.935197740,0,2023-05-05 00:00:00,Null
VEH_46,2,M18391678,D_460,2023-05-05 03:57:54.166623780,0,60,2023-05-05 04:57:54.166623780,No
VEH_46,1,Null,O_9,2023-05-05 09:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-05 12:00:00,Null
VEH_46,2,M18391681,D_460,2023-05-05 15:57:54.166623780,0,60,2023-05-05 16:57:54.166623780,No
VEH_46,1,Null,O_9,2023-05-05 21:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-06 00:00:00,Null
VEH_46,2,M18394397,D_392,2023-05-06 00:55:57.298478760,0,60,2023-05-06 01:55:57.298478760,No
VEH_46,1,Null,O_9,2023-05-06 02:54:36.861959520,0 days 03:05:23.138040480,0,2023-05-06 06:00:00,Null
VEH_46,2,20230506B478100_001,D_108,2023-05-06 09:57:04.720769040,0,60,2023-05-06 10:57:04.720769040,No
VEH_46,1,Null,O_9,2023-05-06 14:57:08.471368560,0 days 03:02:51.528631440,0,2023-05-06 18:00:00,Null
VEH_46,2,M18394427,D_293,2023-05-06 19:15:49.350238260,0,60,2023-05-06 20:15:49.350238260,No
VEH_46,1,Null,O_9,2023-05-06 21:31:54.150383760,,0,,Null
VEH_47,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_47,2,M18434024,D_301,2023-05-01 00:22:35.005233600,0,60,2023-05-01 01:22:35.005233600,Yes
VEH_47,3,M18434020,D_301,2023-05-01 00:22:35.005233600,60,60,2023-05-01 02:22:35.005233600,No
VEH_47,1,Null,O_9,2023-05-01 02:45:36.992678280,0 days 03:14:23.007321720,0,2023-05-01 06:00:00,Null
VEH_47,2,M18384762,D_263,2023-05-01 06:23:52.728022500,0,60,2023-05-01 07:23:52.728022500,No
VEH_47,1,Null,O_9,2023-05-01 07:47:15.624282719,0 days 04:12:44.375717281,0,2023-05-01 12:00:00,Null
VEH_47,2,M18384763,D_263,2023-05-01 12:23:52.728022500,0,60,2023-05-01 13:23:52.728022500,No
VEH_47,1,Null,O_9,2023-05-01 13:47:15.624282719,0 days 04:12:44.375717281,0,2023-05-01 18:00:00,Null
VEH_47,2,M18385490,D_284,2023-05-01 19:42:45.470043780,0,60,2023-05-01 20:42:45.470043780,No
VEH_47,1,Null,O_9,2023-05-01 22:26:11.714842080,0 days 01:33:48.285157920,0,2023-05-02 00:00:00,Null
VEH_47,2,M18386935,D_387,2023-05-02 00:34:42.077550720,0,60,2023-05-02 01:34:42.077550720,No
VEH_47,1,Null,O_9,2023-05-02 02:10:01.272795060,0 days 03:49:58.727204940,0,2023-05-02 06:00:00,Null
VEH_47,2,M18386936,D_433,2023-05-02 07:35:32.590111680,0,60,2023-05-02 08:35:32.590111680,No
VEH_47,1,Null,O_9,2023-05-02 10:12:48.460152300,0 days 01:47:11.539847700,0,2023-05-02 12:00:00,Null
VEH_47,2,M18387199,D_475,2023-05-02 13:59:18.705552600,0,60,2023-05-02 14:59:18.705552600,No
VEH_47,1,Null,O_9,2023-05-02 17:01:55.764598320,0 days 00:58:04.235401680,0,2023-05-02 18:00:00,Null
VEH_47,2,M18386948,D_429,2023-05-02 21:29:48.532890480,0,60,2023-05-02 22:29:48.532890480,No
VEH_47,1,Null,O_9,2023-05-03 02:00:53.484102060,0 days 03:59:06.515897940,0,2023-05-03 06:00:00,Null
VEH_47,2,M18387147,D_460,2023-05-03 09:57:54.166623780,0,60,2023-05-03 10:57:54.166623780,No
VEH_47,1,Null,O_9,2023-05-03 15:02:17.321440500,0 days 02:57:42.678559500,0,2023-05-03 18:00:00,Null
VEH_47,2,M18389025,D_529,2023-05-03 19:05:56.816789940,0,60,2023-05-03 20:05:56.816789940,No
VEH_47,1,Null,O_9,2023-05-03 21:12:53.505787080,0 days 02:47:06.494212920,0,2023-05-04 00:00:00,Null
VEH_47,2,M18389418,D_581,2023-05-04 03:25:23.501175120,0,60,2023-05-04 04:25:23.501175120,No
VEH_47,1,Null,O_9,2023-05-04 07:57:02.363568,0 days 04:02:57.636432,0,2023-05-04 12:00:00,Null
VEH_47,2,M18389402,D_581,2023-05-04 15:25:23.501175120,0,60,2023-05-04 16:25:23.501175120,No
VEH_47,1,Null,O_9,2023-05-04 19:57:02.363568,0 days 04:02:57.636432,0,2023-05-05 00:00:00,Null
VEH_47,2,M18391666,D_581,2023-05-05 03:25:23.501175120,0,60,2023-05-05 04:25:23.501175120,No
VEH_47,1,Null,O_9,2023-05-05 07:57:02.363568,0 days 04:02:57.636432,0,2023-05-05 12:00:00,Null
VEH_47,2,M18391422,D_399,2023-05-05 15:08:12.011254860,0,60,2023-05-05 16:08:12.011254860,No
VEH_47,1,Null,O_9,2023-05-05 19:22:03.464776020,0 days 04:37:56.535223980,0,2023-05-06 00:00:00,Null
VEH_47,2,M18395147,D_390,2023-05-06 01:00:52.671298380,0,60,2023-05-06 02:00:52.671298380,No
VEH_47,1,Null,O_9,2023-05-06 03:05:39.546063540,0 days 02:54:20.453936460,0,2023-05-06 06:00:00,Null
VEH_47,2,20230506B478017_001,D_1,2023-05-06 08:48:50.368737540,0,60,2023-05-06 09:48:50.368737540,No
VEH_47,1,Null,O_9,2023-05-06 12:36:41.638426200,0 days 05:23:18.361573800,0,2023-05-06 18:00:00,Null
VEH_47,2,MF2305086259740,D_1180,2023-05-06 18:17:29.173947960,0,60,2023-05-06 19:17:29.173947960,No
VEH_47,1,Null,O_9,2023-05-06 19:35:09.972901920,,0,,Null
VEH_48,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_48,2,M18384761,D_263,2023-05-01 00:23:52.728022500,0,60,2023-05-01 01:23:52.728022500,Yes
VEH_48,1,Null,O_9,2023-05-01 01:47:15.624282719,0 days 04:12:44.375717281,0,2023-05-01 06:00:00,Null
VEH_48,2,MF2304276175995,D_1180,2023-05-01 06:17:29.173947960,0,60,2023-05-01 07:17:29.173947960,No
VEH_48,3,MF2304276175960,D_1180,2023-05-01 06:17:29.173947960,60,60,2023-05-01 08:17:29.173947960,No
VEH_48,4,MF2304286181127,D_1180,2023-05-01 06:17:29.173947960,120,60,2023-05-01 09:17:29.173947960,No
VEH_48,1,Null,O_9,2023-05-01 09:35:09.972901920,0 days 02:24:50.027098080,0,2023-05-01 12:00:00,Null
VEH_48,2,MF2304276175962,D_1180,2023-05-01 12:17:29.173947960,0,60,2023-05-01 13:17:29.173947960,No
VEH_48,3,MF2304276176029,D_1180,2023-05-01 12:17:29.173947960,60,60,2023-05-01 14:17:29.173947960,No
VEH_48,1,Null,O_9,2023-05-01 14:35:09.972901920,0 days 03:24:50.027098080,0,2023-05-01 18:00:00,Null
VEH_48,2,M18385587,D_301,2023-05-01 18:22:35.005233600,0,60,2023-05-01 19:22:35.005233600,No
VEH_48,3,M18434023,D_301,2023-05-01 18:22:35.005233600,60,60,2023-05-01 20:22:35.005233600,No
VEH_48,1,Null,O_9,2023-05-01 20:45:36.992678280,0 days 03:14:23.007321720,0,2023-05-02 00:00:00,Null
VEH_48,2,M18434045,D_301,2023-05-02 00:22:35.005233600,0,60,2023-05-02 01:22:35.005233600,No
VEH_48,1,Null,O_9,2023-05-02 01:45:36.992678280,0 days 04:14:23.007321720,0,2023-05-02 06:00:00,Null
VEH_48,2,M18389179,D_390,2023-05-02 07:00:52.671298380,0,60,2023-05-02 08:00:52.671298380,No
VEH_48,1,Null,O_9,2023-05-02 09:05:39.546063540,0 days 02:54:20.453936460,0,2023-05-02 12:00:00,Null
VEH_48,2,M18386933,D_432,2023-05-02 13:54:02.311455060,0,60,2023-05-02 14:54:02.311455060,No
VEH_48,1,Null,O_9,2023-05-02 16:53:37.270865340,0 days 01:06:22.729134660,0,2023-05-02 18:00:00,Null
VEH_48,2,M18386210,D_399,2023-05-02 21:08:12.011254860,0,60,2023-05-02 22:08:12.011254860,No
VEH_48,1,Null,O_9,2023-05-03 01:22:03.464776020,0 days 04:37:56.535223980,0,2023-05-03 06:00:00,Null
VEH_48,2,M18387208,D_480,2023-05-03 10:34:52.684220580,0,60,2023-05-03 11:34:52.684220580,No
VEH_48,1,Null,O_9,2023-05-03 15:54:16.139929620,0 days 02:05:43.860070380,0,2023-05-03 18:00:00,Null
VEH_48,2,M18389012,D_523,2023-05-03 19:11:51.932905380,0,60,2023-05-03 20:11:51.932905380,No
VEH_48,1,Null,O_9,2023-05-03 21:26:06.126163860,0 days 02:33:53.873836140,0,2023-05-04 00:00:00,Null
VEH_48,2,M18389508,D_339,2023-05-04 03:30:22.627771440,0,60,2023-05-04 04:30:22.627771440,No
VEH_48,1,Null,O_9,2023-05-04 08:04:15.862003200,0 days 03:55:44.137996800,0,2023-05-04 12:00:00,Null
VEH_48,2,M18389035,D_532,2023-05-04 15:01:33.594210060,0,60,2023-05-04 16:01:33.594210060,No
VEH_48,1,Null,O_9,2023-05-04 19:04:57.027178320,0 days 04:55:02.972821680,0,2023-05-05 00:00:00,Null
VEH_48,2,M18391643,D_312,2023-05-05 03:24:32.015127599,0,60,2023-05-05 04:24:32.015127599,No
VEH_48,1,Null,O_9,2023-05-05 07:55:19.391472840,0 days 04:04:40.608527160,0,2023-05-05 12:00:00,Null
VEH_48,2,M18391674,D_311,2023-05-05 16:33:17.853500760,0,60,2023-05-05 17:33:17.853500760,No
VEH_48,1,Null,O_9,2023-05-05 22:01:41.570387460,0 days 01:58:18.429612540,0,2023-05-06 00:00:00,Null
VEH_48,2,M18393891,D_311,2023-05-06 04:33:17.853500760,0,60,2023-05-06 05:33:17.853500760,No
VEH_48,3,M18393573,D_311,2023-05-06 04:33:17.853500760,60,60,2023-05-06 06:33:17.853500760,No
