VehicleID,Sequence,ORD_NO,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
VEH_43,1,Null,O_284,2023-05-03 19:01:29.974468320,0 days 04:58:30.025531680,0,2023-05-04 00:00:00,Null
VEH_43,2,MF2305106275920,D_1210,2023-05-04 02:00:07.834524900,0,60,2023-05-04 03:00:07.834524900,No
VEH_43,1,Null,O_352,2023-05-04 03:32:44.298030060,0 days 00:27:15.701969940,0,2023-05-04 04:00:00,Null
VEH_43,2,MF2305186337221,D_2352,2023-05-04 04:25:50.575614360,0,60,2023-05-04 05:25:50.575614360,No
VEH_43,1,Null,O_352,2023-05-04 05:53:32.456732520,0 days 00:06:27.543267480,0,2023-05-04 06:00:00,Null
VEH_43,2,MF2305186337225,D_2353,2023-05-04 06:47:59.176129140,0,60,2023-05-04 07:47:59.176129140,No
VEH_43,1,Null,O_352,2023-05-04 08:33:47.646210660,0 days 00:26:12.353789340,0,2023-05-04 09:00:00,Null
VEH_43,2,MF2305046231574,D_1520,2023-05-04 10:57:06.739710660,0,60,2023-05-04 11:57:06.739710660,No
VEH_43,1,Null,O_70,2023-05-04 12:08:37.095918840,0 days 05:51:22.904081160,0,2023-05-04 18:00:00,Null
VEH_43,2,20230504B476115_001,D_109,2023-05-04 19:38:00.698192880,0,60,2023-05-04 20:38:00.698192880,No
VEH_43,1,Null,O_144,2023-05-04 21:18:32.919781620,0 days 02:41:27.080218380,0,2023-05-05 00:00:00,Null
VEH_43,2,20230504B475450_001,D_95,2023-05-05 02:43:02.169774900,0,60,2023-05-05 03:43:02.169774900,No
VEH_43,1,Null,O_673,2023-05-05 04:09:08.046080340,0 days 01:50:51.953919660,0,2023-05-05 06:00:00,Null
VEH_43,2,M18391814,D_635,2023-05-05 10:18:49.238321100,0,60,2023-05-05 11:18:49.238321100,No
VEH_43,1,Null,O_284,2023-05-05 11:44:42.395830560,,0,,Null
VEH_44,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_44,2,M18386998,D_293,2023-05-01 01:15:49.350238260,0,60,2023-05-01 02:15:49.350238260,No
VEH_44,3,M18385613,D_293,2023-05-01 01:15:49.350238260,60,60,2023-05-01 03:15:49.350238260,No
VEH_44,1,Null,O_376,2023-05-01 03:57:01.235530140,0 days 02:02:58.764469860,0,2023-05-01 06:00:00,Null
VEH_44,2,MF2305186334073,D_2233,2023-05-01 08:26:18.892632600,0,60,2023-05-01 09:26:18.892632600,No
VEH_44,1,Null,O_179,2023-05-01 09:45:29.861724360,0 days 02:14:30.138275640,0,2023-05-01 12:00:00,Null
VEH_44,2,MF2305056258363,D_1595,2023-05-01 14:15:43.943293500,0,60,2023-05-01 15:15:43.943293500,No
VEH_44,1,Null,O_243,2023-05-01 15:44:54.508548420,0 days 02:15:05.491451580,0,2023-05-01 18:00:00,Null
VEH_44,2,20230501B467748_001,D_37,2023-05-01 19:10:27.332099400,0,60,2023-05-01 20:10:27.332099400,No
VEH_44,3,N_20230501858689,D_37,2023-05-01 19:10:27.332099400,60,60,2023-05-01 21:10:27.332099400,No
VEH_44,1,Null,O_9,2023-05-02 01:12:30.288601440,0 days 04:47:29.711398560,0,2023-05-02 06:00:00,Null
VEH_44,2,M18386936,D_433,2023-05-02 07:35:32.590111680,0,60,2023-05-02 08:35:32.590111680,No
VEH_44,1,Null,O_430,2023-05-02 09:26:24.880049220,0 days 02:33:35.119950780,0,2023-05-02 12:00:00,Null
VEH_44,2,MF2305306377785,D_2738,2023-05-02 12:57:46.735001520,0,60,2023-05-02 13:57:46.735001520,No
VEH_44,1,Null,O_9,2023-05-02 14:09:51.296050080,0 days 03:50:08.703949920,0,2023-05-02 18:00:00,Null
VEH_44,2,M18387174,D_432,2023-05-02 19:54:02.311455060,0,60,2023-05-02 20:54:02.311455060,No
VEH_44,1,Null,O_45,2023-05-02 20:58:07.036311300,0 days 00:01:52.963688700,0,2023-05-02 21:00:00,Null
VEH_44,2,MF2305306378275,D_1282,2023-05-02 23:19:31.743764820,0,60,2023-05-03 00:19:31.743764820,No
VEH_44,1,Null,O_591,2023-05-03 00:38:01.746135060,0 days 05:21:58.253864940,0,2023-05-03 06:00:00,Null
VEH_44,2,MF2305046239611,D_1604,2023-05-03 06:46:03.213565560,0,60,2023-05-03 07:46:03.213565560,No
VEH_44,1,Null,O_9,2023-05-03 08:01:17.131639560,0 days 03:58:42.868360440,0,2023-05-03 12:00:00,Null
VEH_44,2,M18389019,D_526,2023-05-03 12:57:24.817030800,0,60,2023-05-03 13:57:24.817030800,No
VEH_44,1,Null,O_770,2023-05-03 14:58:01.859883480,,0,,Null
VEH_45,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_45,2,M18386900,D_293,2023-05-01 01:15:49.350238260,0,60,2023-05-01 02:15:49.350238260,No
VEH_45,1,Null,O_376,2023-05-01 02:57:01.235530140,0 days 03:02:58.764469860,0,2023-05-01 06:00:00,Null
VEH_45,2,MF2305186334063,D_2229,2023-05-01 07:45:43.094229600,0,60,2023-05-01 08:45:43.094229600,No
VEH_45,1,Null,O_9,2023-05-01 09:19:56.304795180,0 days 02:40:03.695204820,0,2023-05-01 12:00:00,Null
VEH_45,2,M18385493,D_344,2023-05-01 12:26:52.910454900,0,60,2023-05-01 13:26:52.910454900,No
VEH_45,1,Null,O_9,2023-05-01 13:54:02.147074380,0 days 04:05:57.852925620,0,2023-05-01 18:00:00,Null
VEH_45,2,M18385435,D_310,2023-05-01 19:26:24.766725720,0,60,2023-05-01 20:26:24.766725720,No
VEH_45,1,Null,O_376,2023-05-01 20:57:14.255432280,0 days 03:02:45.744567720,0,2023-05-02 00:00:00,Null
VEH_45,2,20230502B469913_001,D_233,2023-05-02 02:51:10.014906960,0,60,2023-05-02 03:51:10.014906960,No
VEH_45,1,Null,O_326,2023-05-02 04:22:46.218897480,0 days 01:37:13.781102520,0,2023-05-02 06:00:00,Null
VEH_45,2,20230501B468609_001,D_96,2023-05-02 07:26:45.103802520,0,60,2023-05-02 08:26:45.103802520,No
VEH_45,1,Null,O_243,2023-05-02 08:50:45.415281300,0 days 03:09:14.584718700,0,2023-05-02 12:00:00,Null
VEH_45,2,20230502B470058_001,D_7,2023-05-02 12:51:33.229684020,0,60,2023-05-02 13:51:33.229684020,No
VEH_45,1,Null,O_62,2023-05-02 14:24:33.523621140,0 days 00:05:26.476378860,0,2023-05-02 14:30:00,Null
VEH_45,2,M18387095,D_452,2023-05-02 15:49:14.039924580,0,60,2023-05-02 16:49:14.039924580,No
VEH_45,1,Null,O_629,2023-05-02 17:02:14.220229620,0 days 00:57:45.779770380,0,2023-05-02 18:00:00,Null
VEH_45,2,20230502B471783_001,D_233,2023-05-02 18:46:53.436964380,0,60,2023-05-02 19:46:53.436964380,No
VEH_45,1,Null,O_326,2023-05-02 20:18:29.640954960,0 days 03:41:30.359045040,0,2023-05-03 00:00:00,Null
VEH_45,2,20230501B468627_001,D_98,2023-05-03 00:35:28.020979200,0,60,2023-05-03 01:35:28.020979200,No
VEH_45,1,Null,O_326,2023-05-03 02:14:59.657795280,0 days 03:45:00.342204720,0,2023-05-03 06:00:00,Null
VEH_45,2,20230502B471633_001,D_99,2023-05-03 06:46:34.049978400,0,60,2023-05-03 07:46:34.049978400,No
VEH_45,1,Null,O_179,2023-05-03 08:10:26.009332740,0 days 00:19:33.990667260,0,2023-05-03 08:30:00,Null
VEH_45,2,20230502B471873_001,D_37,2023-05-03 09:44:36.349712100,0,60,2023-05-03 10:44:36.349712100,No
VEH_45,1,Null,O_9,2023-05-03 14:46:39.306214200,0 days 03:13:20.693785800,0,2023-05-03 18:00:00,Null
VEH_45,2,M18389025,D_529,2023-05-03 19:05:56.816789940,0,60,2023-05-03 20:05:56.816789940,No
VEH_45,1,Null,O_376,2023-05-03 20:32:59.767354080,0 days 00:27:00.232645920,0,2023-05-03 21:00:00,Null
VEH_45,2,20230503B473604_001,D_233,2023-05-03 23:51:10.014906960,0,60,2023-05-04 00:51:10.014906960,No
VEH_45,1,Null,O_326,2023-05-04 01:22:46.218897480,0 days 04:37:13.781102520,0,2023-05-04 06:00:00,Null
VEH_45,2,20230502B471632_001,D_99,2023-05-04 06:46:34.049978400,0,60,2023-05-04 07:46:34.049978400,No
VEH_45,1,Null,O_179,2023-05-04 08:10:26.009332740,0 days 00:19:33.990667260,0,2023-05-04 08:30:00,Null
VEH_45,2,20230502B469888_001,D_93,2023-05-04 11:38:04.108685700,0,60,2023-05-04 12:38:04.108685700,No
VEH_45,1,Null,O_770,2023-05-04 13:28:31.759166160,,0,,Null
VEH_46,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_46,2,M18385283,D_283,2023-05-01 01:15:48.587951460,0,60,2023-05-01 02:15:48.587951460,No
VEH_46,1,Null,O_430,2023-05-01 02:46:41.063683260,0 days 09:13:18.936316740,0,2023-05-01 12:00:00,Null
VEH_46,2,20230501B467952_001,D_109,2023-05-01 14:22:03.929574660,0,60,2023-05-01 15:22:03.929574660,No
VEH_46,1,Null,O_144,2023-05-01 16:02:36.151163340,0 days 01:57:23.848836660,0,2023-05-01 18:00:00,Null
VEH_46,2,M18436651,D_705,2023-05-01 20:02:14.505815880,0,60,2023-05-01 21:02:14.505815880,No
VEH_46,1,Null,O_466,2023-05-01 21:21:37.670761080,0 days 02:38:22.329238920,0,2023-05-02 00:00:00,Null
VEH_46,2,20230502B471807_001,D_209,2023-05-02 02:09:51.059411280,0,60,2023-05-02 03:09:51.059411280,No
VEH_46,1,Null,O_144,2023-05-02 03:37:31.599495360,0 days 02:22:28.400504640,0,2023-05-02 06:00:00,Null
VEH_46,2,20230501B466904_001,D_98,2023-05-02 07:31:07.707768360,0,60,2023-05-02 08:31:07.707768360,No
VEH_46,1,Null,O_326,2023-05-02 09:10:39.344584500,0 days 02:49:20.655415500,0,2023-05-02 12:00:00,Null
VEH_46,2,20230501B468571_001,D_57,2023-05-02 13:19:44.148079740,0,60,2023-05-02 14:19:44.148079740,No
VEH_46,1,Null,O_673,2023-05-02 14:39:29.868339480,0 days 03:20:30.131660520,0,2023-05-02 18:00:00,Null
VEH_46,2,M18387332,D_499,2023-05-02 19:34:15.427623840,0,60,2023-05-02 20:34:15.427623840,No
VEH_46,1,Null,O_603,2023-05-02 21:10:48.184480500,0 days 00:19:11.815519500,0,2023-05-02 21:30:00,Null
VEH_46,2,20230502B470938_001,D_208,2023-05-02 22:22:01.038688740,0,60,2023-05-02 23:22:01.038688740,No
VEH_46,1,Null,O_629,2023-05-03 00:03:10.891884840,0 days 05:56:49.108115160,0,2023-05-03 06:00:00,Null
VEH_46,2,MF2305316390850,D_2838,2023-05-03 07:09:45.935574720,0,60,2023-05-03 08:09:45.935574720,No
VEH_46,1,Null,O_326,2023-05-03 08:23:08.599027140,0 days 03:36:51.400972860,0,2023-05-03 12:00:00,Null
VEH_46,2,20230502B471634_001,D_99,2023-05-03 12:46:34.049978400,0,60,2023-05-03 13:46:34.049978400,No
VEH_46,1,Null,O_179,2023-05-03 14:10:26.009332740,0 days 00:19:33.990667260,0,2023-05-03 14:30:00,Null
VEH_46,2,20230502B469799_001,D_44,2023-05-03 15:35:22.408016820,0,60,2023-05-03 16:35:22.408016820,No
VEH_46,1,Null,O_448,2023-05-03 17:12:17.775404880,0 days 00:17:42.224595120,0,2023-05-03 17:30:00,Null
VEH_46,2,MF2305086259320,D_1696,2023-05-03 18:37:53.413534200,0,60,2023-05-03 19:37:53.413534200,No
VEH_46,1,Null,O_144,2023-05-03 19:48:04.178200080,0 days 04:11:55.821799920,0,2023-05-04 00:00:00,Null
VEH_46,2,20230502B467649_001,D_99,2023-05-04 01:07:24.871722240,0,60,2023-05-04 02:07:24.871722240,No
VEH_46,3,20230502B469200_001,D_99,2023-05-04 01:07:24.871722240,60,60,2023-05-04 03:07:24.871722240,No
VEH_46,1,Null,O_179,2023-05-04 03:31:16.831076580,0 days 00:28:43.168923420,0,2023-05-04 04:00:00,Null
VEH_46,2,20230502B469862_001,D_88,2023-05-04 06:50:36.702756360,0,60,2023-05-04 07:50:36.702756360,No
VEH_46,1,Null,O_284,2023-05-04 08:29:39.074373480,0 days 03:30:20.925626520,0,2023-05-04 12:00:00,Null
VEH_46,2,MF2305106275912,D_1210,2023-05-04 14:00:07.834524900,0,60,2023-05-04 15:00:07.834524900,No
VEH_46,1,Null,O_352,2023-05-04 15:32:44.298030060,0 days 00:27:15.701969940,0,2023-05-04 16:00:00,Null
VEH_46,2,MF2305106275758,D_1598,2023-05-04 19:21:38.522389080,0,60,2023-05-04 20:21:38.522389080,No
VEH_46,1,Null,O_9,2023-05-04 20:52:30.198733380,0 days 03:07:29.801266620,0,2023-05-05 00:00:00,Null
VEH_46,2,M18391666,D_581,2023-05-05 03:25:23.501175120,0,60,2023-05-05 04:25:23.501175120,No
VEH_46,1,Null,O_580,2023-05-05 05:02:46.131537300,0 days 00:57:13.868462700,0,2023-05-05 06:00:00,Null
VEH_46,2,MF2305116281601,D_1598,2023-05-05 10:03:49.304461800,0,60,2023-05-05 11:03:49.304461800,No
VEH_46,1,Null,O_9,2023-05-05 11:34:40.980806100,0 days 00:25:19.019193900,0,2023-05-05 12:00:00,Null
VEH_46,2,M18391681,D_460,2023-05-05 15:57:54.166623780,0,60,2023-05-05 16:57:54.166623780,No
VEH_46,1,Null,O_11,2023-05-05 17:49:56.648173980,0 days 00:10:03.351826020,0,2023-05-05 18:00:00,Null
VEH_46,2,20230504B477403_001,D_54,2023-05-05 19:06:06.238764780,0,60,2023-05-05 20:06:06.238764780,No
VEH_46,1,Null,O_673,2023-05-05 20:41:11.156802,,0,,Null
VEH_47,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_47,2,M18385275,D_282,2023-05-01 01:18:39.303936060,0,60,2023-05-01 02:18:39.303936060,No
VEH_47,1,Null,O_376,2023-05-01 02:42:30.946774439,0 days 03:17:29.053225561,0,2023-05-01 06:00:00,Null
VEH_47,2,MF2305026196635,D_1282,2023-05-01 07:40:57.759462780,0,60,2023-05-01 08:40:57.759462780,No
VEH_47,1,Null,O_591,2023-05-01 08:59:27.761833020,0 days 09:00:32.238166980,0,2023-05-01 18:00:00,Null
VEH_47,2,20230501B467931_001,D_109,2023-05-01 20:42:02.166683340,0,60,2023-05-01 21:42:02.166683340,No
VEH_47,3,20230501B467761_001,D_109,2023-05-01 20:42:02.166683340,60,60,2023-05-01 22:42:02.166683340,No
VEH_47,1,Null,O_144,2023-05-01 23:22:34.388272080,0 days 00:37:25.611727920,0,2023-05-02 00:00:00,Null
VEH_47,2,20230501B466857_001,D_83,2023-05-02 02:17:56.514129720,0,60,2023-05-02 03:17:56.514129720,No
VEH_47,1,Null,O_284,2023-05-02 03:28:56.045537460,0 days 02:31:03.954462540,0,2023-05-02 06:00:00,Null
VEH_47,2,MF2305026193837,D_1235,2023-05-02 07:47:03.928339620,0,60,2023-05-02 08:47:03.928339620,No
VEH_47,1,Null,O_685,2023-05-02 09:37:57.312094500,0 days 02:22:02.687905500,0,2023-05-02 12:00:00,Null
VEH_47,2,MF2305026193862,D_1235,2023-05-02 12:53:26.572684560,0,60,2023-05-02 13:53:26.572684560,No
VEH_47,1,Null,O_685,2023-05-02 14:44:19.956439440,0 days 03:15:40.043560560,0,2023-05-02 18:00:00,Null
VEH_47,2,MF2305026193384,D_1237,2023-05-02 19:26:55.375883880,0,60,2023-05-02 20:26:55.375883880,No
VEH_47,1,Null,O_292,2023-05-02 20:52:29.065169220,0 days 09:07:30.934830780,0,2023-05-03 06:00:00,Null
VEH_47,2,MF2305046222573,D_1235,2023-05-03 07:27:37.703160900,0,60,2023-05-03 08:27:37.703160900,No
VEH_47,1,Null,O_685,2023-05-03 09:18:31.086915780,0 days 02:41:28.913084220,0,2023-05-03 12:00:00,Null
VEH_47,2,MF2305136296463,D_1654,2023-05-03 15:40:55.031917740,0,60,2023-05-03 16:40:55.031917740,No
VEH_47,1,Null,O_629,2023-05-03 17:03:38.183330580,0 days 00:56:21.816669420,0,2023-05-03 18:00:00,Null
VEH_47,2,MF2305316390852,D_2838,2023-05-03 19:09:45.935574720,0,60,2023-05-03 20:09:45.935574720,No
VEH_47,1,Null,O_326,2023-05-03 20:23:08.599027140,0 days 03:36:51.400972860,0,2023-05-04 00:00:00,Null
VEH_47,2,20230503B474613_001,D_99,2023-05-04 00:46:34.049978400,0,60,2023-05-04 01:46:34.049978400,No
VEH_47,3,20230502B471637_001,D_99,2023-05-04 00:46:34.049978400,60,60,2023-05-04 02:46:34.049978400,No
VEH_47,1,Null,O_179,2023-05-04 03:10:26.009332740,0 days 00:19:33.990667260,0,2023-05-04 03:30:00,Null
VEH_47,2,MF2305036208401,D_90,2023-05-04 06:51:12.648246,0,60,2023-05-04 07:51:12.648246,No
VEH_47,3,20230502B469883_001,D_90,2023-05-04 06:51:12.648246,60,60,2023-05-04 08:51:12.648246,No
VEH_47,1,Null,O_591,2023-05-04 09:02:54.878069340,0 days 02:57:05.121930660,0,2023-05-04 12:00:00,Null
VEH_47,2,MF2305096268885,D_1818,2023-05-04 13:03:26.451228300,0,60,2023-05-04 14:03:26.451228300,No
VEH_47,1,Null,O_9,2023-05-04 14:37:58.630295880,0 days 03:22:01.369704120,0,2023-05-04 18:00:00,Null
VEH_47,2,M18389417,D_581,2023-05-04 21:25:23.501175120,0,60,2023-05-04 22:25:23.501175120,No
VEH_47,1,Null,O_580,2023-05-04 23:02:46.131537300,0 days 00:27:13.868462700,0,2023-05-04 23:30:00,Null
