,VehicleID,Count,Volume,TravelDistance,WorkTime,TravelTime,ServiceTime,WaitingTime,TotalCost,FixedCost,VariableCost
18,VEH_152,13,275.28592273000004,2828.4689270361164,3215.5367218006713,2435.536721800672,780,0,2342.775141628894,80,2262.775141628894
19,VEH_157,10,298.17469523,1913.7663557116946,2121.1119092113695,1521.1119092113693,600,0,2023.7663557116946,110,1913.7663557116946
20,VEH_153,9,177.041318151,2100.0982419219827,2187.0318742405,1647.0318742405002,540,0,1760.0785935375861,80,1680.0785935375861
21,VEH_158,12,348.89441389,1562.7476607997585,2569.8778689563383,1849.8778689563387,720,0,1672.7476607997585,110,1562.7476607997585
22,VEH_159,6,177.46298016,1336.132470614081,1386.4561753681253,1026.4561753681253,360,0,1446.132470614081,110,1336.132470614081
23,VEH_162,12,310.48373256,1279.9759492243993,2245.933797820433,1525.933797820433,720,0,1685.971139069279,150,1535.971139069279
24,VEH_160,6,177.67896964999997,1332.611031203613,1435.6148822333746,1075.6148822333744,360,0,1442.611031203613,110,1332.611031203613
25,VEH_1141,3,76.88413197999999,122.22726653844553,347.78813475293356,167.78813475293356,180,0,470.009079769202,250,220.00907976920195
26,VEH_161,13,352.79687418,3120.830487079574,3621.358824194546,2841.3588241945463,780,0,3230.830487079574,110,3120.830487079574
27,VEH_182,11,295.13510273199995,659.3809046185194,2129.5449433075155,1469.5449433075157,660,0,769.3809046185194,110,659.3809046185194
28,VEH_183,11,252.1038116,1662.8019758049022,2260.635053884779,1600.6350538847792,660,0,1772.8019758049022,110,1662.8019758049022
29,VEH_187,15,443.58458461000004,1254.5494617332963,2775.849156419813,1875.8491564198132,900,0,1655.4593540799556,150,1505.4593540799556
30,VEH_200,7,195.98650894,313.2232164987871,922.117167721722,502.11716772172196,420,0,813.8017896978167,250,563.8017896978167
31,VEH_188,9,304.69052068599996,351.3689958899496,1478.9360544819458,938.9360544819458,540,0,571.6427950679396,150,421.6427950679395
32,VEH_192,2,87.37997739,375.1105694296416,447.6034815958537,327.6034815958537,120,0,762.6658541444624,200,562.6658541444624
33,VEH_177,10,131.21941116300002,1572.753378043633,1952.2170252719322,1352.2170252719322,600,0,1338.2027024349063,80,1258.2027024349063
34,VEH_178,20,354.30390577,4969.905242741834,5088.297554116811,3888.2975541168116,1200,0,4055.924194193467,80,3975.924194193467
35,VEH_179,7,118.296425364,1297.7500504947739,1506.1318781186126,1086.1318781186126,420,0,1118.200040395819,80,1038.200040395819
36,VEH_202,9,174.51138445,2076.555555335986,2214.4248374761723,1674.4248374761723,540,0,1741.2444442687895,80,1661.2444442687895
37,VEH_227,1,5.0,258.53041061684996,270.3767886898472,210.37678868984722,60,0,286.82432849348,80,206.82432849347998
38,VEH_267,6,155.77907499999998,909.992204749489,1249.1623783233622,889.1623783233622,360,0,1019.992204749489,110,909.992204749489
39,VEH_268,8,189.33903352299998,596.2042865436124,1247.1766977309437,767.1766977309437,480,0,706.2042865436124,110,596.2042865436124
40,VEH_252,5,97.572201609,811.891732327089,1016.0914329068337,716.0914329068337,300,0,729.5133858616713,80,649.5133858616713
41,VEH_282,10,267.93637214,868.7787847520025,1660.7893540465666,1060.7893540465666,600,0,1192.534541702403,150,1042.534541702403
42,VEH_283,9,288.26758903,1228.3661902876095,2038.0506496337593,1498.0506496337593,540,0,1624.0394283451315,150,1474.0394283451315
43,VEH_253,2,34.0560199,149.32701682004338,335.92530603609504,215.92530603609504,120,0,199.4616134560347,80,119.46161345603471
44,VEH_269,3,90.80573860999999,275.8106660499326,669.3943309099304,489.39433090993043,180,0,385.81066604993254,110,275.8106660499326
45,VEH_254,14,235.45880233399998,2906.073239855727,3342.8597602755467,2502.8597602755467,840,0,2404.8585918845824,80,2324.8585918845824
46,VEH_337,14,372.301784933,831.5802713980838,2252.514703344907,1412.514703344907,840,0,1147.8963256777006,150,997.8963256777006
47,VEH_338,12,383.51920777999993,688.9688714553295,2058.628830223159,1338.6288302231587,720,0,976.7626457463955,150,826.7626457463955
48,VEH_349,14,362.81749987,282.0531910092494,1525.833517944128,685.8335179441281,840,0,757.6957438166489,250,507.6957438166489
49,VEH_332,1,28.19497035,33.101506826972205,118.22490966455453,58.22490966455453,60,0,143.1015068269722,110,33.101506826972205
50,VEH_352,2,21.81273905,15.864604169551596,235.38685204834178,115.38685204834178,120,0,92.69168333564127,80,12.691683335641278
51,VEH_353,6,111.93634912,1399.6341722578013,1495.7581123509415,1135.7581123509415,360,0,1199.707337806241,80,1119.707337806241
52,VEH_382,11,296.62593977999995,523.4765727722744,1629.1969549614355,969.1969549614355,660,0,985.2148591584116,200,785.2148591584116
53,VEH_372,3,115.13574162,452.4193756763838,604.4135787482071,424.4135787482071,180,0,692.9032508116607,150,542.9032508116607
54,VEH_354,2,35.463303460000006,406.08635315318304,442.6696619903782,322.6696619903782,120,0,404.8690825225464,80,324.8690825225464
55,VEH_373,10,267.96244609,656.8383739822199,1726.7654676904945,1126.7654676904945,600,0,938.2060487786637,150,788.2060487786636
56,VEH_355,5,82.91549758,1580.5635948915383,1577.7458357988826,1277.7458357988826,300,0,1344.4508759132307,80,1264.4508759132307
57,VEH_356,5,71.48694437,556.6608104984095,1132.8816652908286,832.8816652908287,300,0,525.3286483987276,80,445.32864839872764
58,VEH_462,2,53.41701766,30.41364432147362,348.03771980493786,228.03771980493786,120,0,304.7445597786525,250,54.744559778652516
59,VEH_463,3,54.87344621,30.41364432147362,408.03771980493786,228.03771980493786,180,0,304.7445597786525,250,54.744559778652516
60,VEH_432,9,178.301744393,1091.0783172687268,1641.2968772611543,1101.2968772611543,540,0,1459.293980722472,150,1309.2939807224723
61,VEH_447,4,127.53860773000002,201.45846779701617,541.1550936362355,301.1550936362355,240,0,502.18770169552425,200,302.18770169552425
62,VEH_402,4,77.49492227,377.4359457368405,622.868208812604,382.8682088126041,240,0,381.94875658947245,80,301.94875658947245
63,VEH_537,6,183.11796508,611.32406371687,1024.6155971165952,664.6155971165952,360,0,883.588876460244,150,733.588876460244
64,VEH_532,1,29.48782995,240.40313846497307,247.49642633722743,187.49642633722743,60,0,350.40313846497304,110,240.40313846497307
65,VEH_538,6,147.54081168,182.15902424382506,737.1321155619296,377.1321155619295,360,0,368.59082909259,150,218.5908290925901
66,VEH_539,5,150.06513818,383.0581833540809,822.3815949344856,522.3815949344856,300,0,609.669820024897,150,459.66982002489704
67,VEH_567,2,58.34133971,336.4624512425286,424.6309159043004,304.6309159043004,120,0,446.4624512425286,110,336.4624512425286
68,VEH_552,5,107.28535687000002,402.50967106376226,702.5541708458907,402.55417084589067,300,0,402.0077368510098,80,322.0077368510098
69,VEH_553,22,389.76646889200003,2749.301494092872,4198.01284015692,2878.012840156921,1320,0,2279.4411952742985,80,2199.4411952742985
70,VEH_615,9,181.152723153,267.8280193452264,1148.2795105065218,608.2795105065215,540,0,732.0904348214075,250,482.0904348214075
71,VEH_597,5,114.49080090800001,366.2711029427176,799.5407836453462,499.54078364534627,300,0,749.4066544140765,200,549.4066544140763
72,VEH_554,2,39.59899798,145.8410192806146,254.28451115928476,134.28451115928476,120,0,196.6728154244917,80,116.67281542449169
73,VEH_582,3,72.357410136,451.4825377619979,536.721581138007,356.72158113800697,180,0,691.7790453143974,150,541.7790453143974
74,VEH_632,2,56.72069339,182.46604492222932,288.6783352409476,168.6783352409476,120,0,292.46604492222934,110,182.46604492222932
75,VEH_627,11,157.224108351,1568.2596667445528,2186.1475038739904,1526.1475038739904,660,0,1334.6077333956423,80,1254.6077333956423
76,VEH_628,12,208.445676654,1753.1215232705492,2545.798878282348,1825.7988782823486,720,0,1482.4972186164393,80,1402.4972186164393
77,VEH_652,1,26.29723253,94.97528756031784,143.9321949738818,83.93219497388178,60,0,155.98023004825427,80,75.98023004825427
78,VEH_667,5,138.69407107,133.29565967591148,761.2680352346647,461.2680352346647,300,0,399.94348951386723,200,199.94348951386723
79,VEH_653,1,15.14741845,159.9961004672036,209.727207759504,149.727207759504,60,0,207.9968803737629,80,127.99688037376289
80,VEH_654,2,38.165244810000004,352.2638851296763,423.0076714525272,303.0076714525272,120,0,361.81110810374105,80,281.81110810374105
81,VEH_655,11,174.91516443400002,2740.3583674280785,2792.847823769264,2132.847823769264,660,0,2272.2866939424634,80,2192.2866939424634
82,VEH_687,1,35.87251105,48.929159937745354,195.8434654690321,135.8434654690321,60,0,208.7149919252944,150,58.71499192529442
83,VEH_692,6,160.81123502000003,508.0326562465152,1108.6681706699612,748.6681706699612,360,0,962.0489843697728,200,762.0489843697728
84,VEH_677,1,5.0,267.94789609806804,277.1827864427795,217.1827864427795,60,0,294.35831687845445,80,214.35831687845445
85,VEH_688,1,37.39760345,166.86670716359498,205.87382652179446,145.87382652179446,60,0,350.24004859631395,150,200.24004859631398
86,VEH_701,2,54.73708029,60.85500881532021,286.1712130707683,166.17121307076832,120,0,359.5390158675764,250,109.53901586757638
87,VEH_678,5,63.261322654000004,443.4924248188275,808.7433468793938,508.74334687939375,300,0,434.79393985506204,80,354.79393985506204
88,VEH_727,2,37.16509354,196.44787981221995,361.1034216089529,241.10342160895289,120,0,237.158303849776,80,157.15830384977596
89,VEH_757,1,45.0,555.5519627309179,477.75814458794895,417.75814458794895,60,0,1033.327944096377,200,833.3279440963769
90,VEH_737,2,57.247293,559.438486437115,574.7771033104914,454.7771033104914,120,0,669.438486437115,110,559.438486437115
91,VEH_728,2,41.79782931,470.4419100958416,548.577635502895,428.577635502895,120,0,456.35352807667334,80,376.35352807667334
92,VEH_729,2,29.206502882,240.68426720424557,324.1078012914346,204.10780129143455,120,0,272.54741376339643,80,192.54741376339646
93,VEH_730,4,72.161275799,958.7282618597703,938.586998861252,698.5869988612521,240,0,846.9826094878163,80,766.9826094878163
94,VEH_731,2,34.182375869,438.5439264865462,442.5777473740005,322.5777473740005,120,0,430.835141189237,80,350.835141189237
95,VEH_787,1,37.40816818,187.75376346245267,201.62137417015538,141.62137417015538,60,0,375.3045161549432,150,225.3045161549432
96,VEH_788,1,35.2913358,315.79088780494436,304.74963354402075,244.74963354402075,60,0,528.9490653659332,150,378.9490653659332
97,VEH_837,2,34.05487485,69.6711249117526,317.98099222721055,197.98099222721055,120,0,233.6053498941031,150,83.60534989410311
98,VEH_838,9,245.69619681999998,487.1529577818346,1228.6461725834506,688.6461725834505,540,0,734.5835493382015,150,584.5835493382015
99,VEH_852,1,12.89120628,87.16762531515663,157.20593784504294,97.20593784504294,60,0,149.7341002521253,80,69.7341002521253
100,VEH_922,3,53.76965358300001,69.6711249117526,347.75488792078727,167.7548879207873,180,0,375.40802484115466,250,125.40802484115468
101,VEH_917,13,316.201466576,872.4676475126911,1911.8808780714226,1131.8808780714226,780,0,1508.701471269037,200,1308.701471269037
102,VEH_907,1,32.3766665,59.115241312141016,149.3042173165835,89.3042173165835,60,0,169.11524131214102,110,59.115241312141016
103,VEH_925,2,51.67348987,59.115241312141016,209.3042173165835,89.3042173165835,120,0,356.4074343618538,250,106.40743436185383
104,VEH_902,1,25.20597061,166.5439060473972,212.00902580453925,152.00902580453925,60,0,213.23512483791777,80,133.23512483791777
105,VEH_903,2,46.32269606,191.8327945329998,326.3970333766146,206.39703337661462,120,0,233.46623562639985,80,153.46623562639985
106,VEH_937,2,35.09542337,69.6711249117526,264.9462424366266,144.94624243662662,120,0,233.6053498941031,150,83.60534989410311
107,VEH_932,1,32.91443615,80.08370450141771,158.47998818871696,98.47998818871696,60,0,190.0837045014177,110,80.08370450141771
108,VEH_982,1,38.32117873,392.4929960997664,358.73040815556783,298.73040815556783,60,0,620.9915953197196,150,470.99159531971964
109,VEH_1013,2,54.990673629999996,369.05849883089417,433.0722878109661,313.0722878109661,120,0,914.3052978956096,250,664.3052978956096
110,VEH_997,2,47.28894062,392.4929960997664,433.0722878109661,313.0722878109661,120,0,788.7394941496495,200,588.7394941496495
111,VEH_983,1,39.28621581,88.5607960019617,237.8809485545828,177.8809485545828,60,0,256.27295520235407,150,106.27295520235404
112,VEH_952,6,107.73394155000001,338.1262988952245,866.2120341254051,506.21203412540507,360,0,350.5010391161796,80,270.5010391161796
113,VEH_967,2,58.801304380000005,417.6375163929644,465.8761282327936,345.87612823279363,120,0,527.6375163929645,110,417.6375163929644
114,VEH_968,3,89.08974140000001,663.0964357769652,691.7133210316763,511.71332103167623,180,0,773.0964357769651,110,663.0964357769652
115,VEH_984,4,108.13724948000001,146.6912770064395,480.5961541837472,240.59615418374725,240,0,326.0295324077274,150,176.02953240772734
116,VEH_1032,1,30.35548891,407.87932337193183,351.252764925457,291.252764925457,60,0,517.8793233719318,110,407.87932337193183
117,VEH_1062,1,37.98973511,200.63483507145742,220.26086746558084,160.26086746558084,60,0,390.76180208574885,150,240.76180208574888
118,VEH_1102,3,53.240039759999995,840.1199448469915,817.2946185940992,637.2946185940993,180,0,752.0959558775932,80,672.0959558775932
119,VEH_32,18,359.592721407,881.6884975558048,2412.7287516091837,1332.7287516091835,1080,0,1522.5327463337076,200,1322.5327463337073
120,VEH_33,28,686.4807497199998,1113.3373317656203,3898.516077415185,2218.516077415185,1680,0,1870.0059976484308,200,1670.0059976484308
121,VEH_6,12,257.82342456000003,2905.3861455971764,3116.3082287502366,2396.3082287502366,720,0,2404.308916477741,80,2324.308916477741
122,VEH_7,21,343.78296750100003,4377.065228017301,5139.7171154827365,3879.7171154827374,1260,0,3581.6521824138413,80,3501.6521824138413
123,VEH_83,17,476.39290215,1278.09484370685,2822.5900727061467,1802.5900727061464,1020,0,2117.1422655602755,200,1917.1422655602757
124,VEH_56,9,183.10832234999998,1598.9079200835467,1939.7177591859474,1399.7177591859474,540,0,1359.1263360668377,80,1279.1263360668377
125,VEH_84,10,269.4774363,545.1494180534073,1528.296771150492,928.2967711504921,600,0,1017.7241270801111,200,817.7241270801111
126,VEH_108,15,333.90644377000007,1516.385730430924,2962.07867021907,2062.07867021907,900,0,1626.385730430924,110,1516.385730430924
127,VEH_142,6,176.94700146000002,425.2061525178336,1293.4342368052673,933.4342368052673,360,0,837.8092287767505,200,637.8092287767505
128,VEH_154,27,430.92504099600006,7146.922058662228,7393.8653244862435,5773.865324486243,1620,0,5797.537646929782,80,5717.537646929782
129,VEH_155,15,271.67773776599995,2621.933616071836,3419.7860888715127,2519.7860888715127,900,0,2177.5468928574696,80,2097.5468928574696
130,VEH_156,5,79.40424697399999,931.6807574629596,1030.8232412139873,730.8232412139876,300,0,825.3446059703678,80,745.3446059703678
131,VEH_1128,2,59.310838829999994,361.2178837836831,405.06745143688255,285.06745143688255,120,0,471.2178837836831,110,361.2178837836831
132,VEH_163,8,237.22633985,889.0846096413591,1804.0175624035023,1324.0175624035023,480,0,1216.9015315696308,150,1066.9015315696308
133,VEH_167,11,316.18333744,1521.7717742374405,2224.165746196987,1564.1657461969871,660,0,2482.6576613561606,200,2282.6576613561606
134,VEH_164,9,266.91846145,443.41590512167426,1360.572660843468,820.5726608434678,540,0,682.0990861460091,150,532.0990861460091
135,VEH_1127,2,43.05193209,363.7533837396685,394.9698198000499,274.96981980004983,120,0,371.0027069917348,80,291.0027069917348
136,VEH_184,6,152.26380632000001,745.7035163959895,1251.3542479476093,891.3542479476093,360,0,855.7035163959895,110,745.7035163959895
137,VEH_185,10,230.674703058,1020.6184863962675,1625.3971833920937,1025.3971833920932,600,0,1130.6184863962676,110,1020.6184863962675
138,VEH_186,7,214.45809909000002,1109.7056534206333,1344.0227161160558,924.0227161160558,420,0,1219.7056534206333,110,1109.7056534206333
139,VEH_228,8,145.58030335,1822.2935552194256,2133.6587366779786,1653.6587366779788,480,0,1537.8348441755406,80,1457.8348441755406
140,VEH_362,2,55.854015579999995,331.9169101636977,391.7774142161426,271.7774142161426,120,0,441.9169101636977,110,331.9169101636977
141,VEH_383,6,139.466265696,157.1497332009708,839.4265716842519,479.42657168425194,360,0,435.72459980145624,200,235.72459980145624
142,VEH_357,2,45.19318767,266.0852084611876,401.8161138602195,281.8161138602195,120,0,292.8681667689501,80,212.86816676895012
143,VEH_363,5,145.25563835,766.8242597296353,1205.1565789251115,905.1565789251115,300,0,876.8242597296353,110,766.8242597296353
144,VEH_358,3,51.00951307,344.17704339098896,487.4652774253788,307.4652774253788,180,0,355.3416347127912,80,275.3416347127912
145,VEH_417,1,32.45222191,59.115241312141016,178.2798697807929,118.2798697807929,60,0,169.11524131214102,110,59.115241312141016
146,VEH_448,8,191.07757938999998,205.42781480174628,1196.2088291420473,716.2088291420473,480,0,508.14172220261946,200,308.1417222026194
147,VEH_418,14,322.27168829,1321.0707672296835,2575.069061821848,1735.0690618218484,840,0,1431.0707672296837,110,1321.0707672296835
148,VEH_433,10,298.006472608,1407.97603646604,2145.3413583075017,1545.3413583075017,600,0,1839.5712437592474,150,1689.5712437592474
149,VEH_434,9,251.23276325999996,1725.2754243265813,2343.608762627774,1803.608762627774,540,0,2220.3305091918974,150,2070.3305091918974
150,VEH_469,2,52.98069828,369.05849883089417,432.5048100244884,312.5048100244884,120,0,914.3052978956096,250,664.3052978956096
151,VEH_403,14,252.718814077,2959.6200225974794,3312.820613231123,2472.820613231123,840,0,2447.6960180779834,80,2367.6960180779834
152,VEH_540,3,73.18798257,54.122684455858305,498.5263585517723,318.5263585517723,180,0,214.94722134702997,150,64.94722134702997
153,VEH_527,3,57.88891295,512.1523258942534,601.7336192110033,421.73361921100326,180,0,489.7218607154026,80,409.72186071540267
154,VEH_528,1,9.442245224,240.40313846497307,247.49642633722743,187.49642633722743,60,0,272.3225107719785,80,192.32251077197847
155,VEH_541,7,219.66099523999995,1122.504419584141,1455.6469781637466,1035.6469781637466,420,0,1497.0053035009691,150,1347.0053035009691
156,VEH_529,8,128.529251437,1878.6187813709125,2096.7161149149533,1616.7161149149533,480,0,1582.8950250967305,80,1502.8950250967305
157,VEH_555,9,170.848696715,1609.6372256043599,1865.9434315096382,1325.9434315096387,540,0,1367.709780483488,80,1287.709780483488
158,VEH_583,7,200.28117505400002,547.1697750443009,1046.0028656677005,626.0028656677003,420,0,806.6037300531611,150,656.6037300531611
159,VEH_556,1,17.52087681,135.15707985937917,195.6228659281792,135.6228659281792,60,0,188.12566388750332,80,108.12566388750334
160,VEH_584,1,37.49965101,369.05849883089417,335.52393638531305,275.52393638531305,60,0,592.870198597073,150,442.870198597073
161,VEH_557,8,162.801212591,1904.1750517122769,1937.1814475988715,1457.1814475988715,480,0,1603.3400413698214,80,1523.3400413698216
162,VEH_637,3,113.42742753,434.3792761383377,584.5174997863031,404.5174997863032,180,0,671.2551313660052,150,521.2551313660052
163,VEH_629,3,58.33485308,333.3660070460457,552.0454127165467,372.0454127165467,180,0,346.6928056368366,80,266.6928056368366
164,VEH_657,1,31.37244779,223.01241190280945,247.8526431793547,187.8526431793547,60,0,333.01241190280945,110,223.01241190280945
165,VEH_656,11,205.85219047,1898.9999503908964,2242.5016263249126,1582.5016263249124,660,0,1599.1999603127172,80,1519.1999603127172
166,VEH_658,3,40.036421755999996,121.87121923527732,411.9505285930194,231.95052859301938,180,0,231.87121923527732,110,121.87121923527732
167,VEH_679,1,12.71666516,166.86670716359498,205.87382652179446,145.87382652179446,60,0,213.49336573087598,80,133.49336573087598
168,VEH_680,9,125.91899297799999,1509.3038082335243,1852.790007090487,1312.7900070904873,540,0,1287.4430465868193,80,1207.4430465868195
169,VEH_681,3,67.55110747,465.5503306948335,600.8229607073715,420.8229607073716,180,0,452.4402645558668,80,372.4402645558668
170,VEH_732,13,249.41186727000002,3147.5753134786437,3480.1381215106194,2700.1381215106194,780,0,2598.0602507829153,80,2518.0602507829153
171,VEH_747,2,70.23606545,40.51313799694817,335.9378120867955,215.9378120867955,120,0,198.6157655963378,150,48.6157655963378
172,VEH_738,1,31.38287752,165.68129196929303,225.6733876841341,165.6733876841341,60,0,275.68129196929306,110,165.68129196929303
173,VEH_748,3,81.18761276500001,73.61038987403535,425.50976231114083,245.50976231114083,180,0,238.3324678488424,150,88.33246784884241
174,VEH_733,2,25.995193641,148.37165260877381,319.73102133746875,199.73102133746875,120,0,198.69732208701907,80,118.69732208701907
175,VEH_734,17,271.846883784,3241.546877898646,3727.5697561940456,2707.5697561940456,1020,0,2673.237502318917,80,2593.237502318917
176,VEH_782,1,31.29186466,315.79088780494436,304.74963354402075,244.74963354402075,60,0,425.79088780494436,110,315.79088780494436
177,VEH_807,1,27.25449474,206.10681809074333,234.582447772231,174.582447772231,60,0,316.10681809074333,110,206.10681809074333
178,VEH_827,1,20.97948872,139.90548173232855,192.55892243950592,132.55892243950592,60,0,191.92438538586285,80,111.92438538586285
179,VEH_853,1,19.24433632,174.32140056555383,209.5860409284216,149.5860409284216,60,0,219.45712045244306,80,139.45712045244306
180,VEH_923,2,50.0,69.6711249117526,287.75488792078727,167.7548879207873,120,0,375.40802484115466,250,125.40802484115468
181,VEH_924,3,73.31759835,274.6388382264802,515.8515037481177,335.8515037481177,180,0,744.3499088076643,250,494.3499088076644
182,VEH_918,5,142.28696269,220.5784851310622,804.775448921753,504.775448921753,300,0,530.8677276965933,200,330.8677276965933
183,VEH_904,1,18.45548869,71.60877147992103,149.3042173165835,89.3042173165835,60,0,137.28701718393683,80,57.287017183936825
184,VEH_908,1,28.35801327,166.5439060473972,212.00902580453925,152.00902580453925,60,0,276.5439060473972,110,166.5439060473972
185,VEH_933,2,29.48594846,9.671679347466384,199.524172648922,79.524172648922,120,0,119.67167934746638,110,9.671679347466384
186,VEH_985,1,39.17805556,392.4929960997664,358.73040815556783,298.73040815556783,60,0,620.9915953197196,150,470.99159531971964
187,VEH_998,2,42.16091511,77.9166119714725,322.067067786321,202.06706778632102,120,0,316.87491795720877,200,116.87491795720877
188,VEH_986,4,116.0790997,610.5948520247703,860.4196118125835,620.4196118125835,240,0,882.7138224297241,150,732.7138224297241
189,VEH_953,3,37.8197419,149.77294829060295,491.8773027161903,311.8773027161903,180,0,199.81835863248236,80,119.81835863248237
190,VEH_1017,6,155.87651668,112.783558186178,690.9975872785512,330.99758727855124,360,0,453.0104047351204,250,203.0104047351204
191,VEH_999,6,155.14639031,283.8051071512709,833.1080423920514,473.1080423920515,360,0,625.7076607269064,200,425.70766072690634
192,VEH_1027,1,18.30194661,310.5221122935065,296.3404937386923,236.34049373869232,60,0,328.4176898348052,80,248.4176898348052
193,VEH_1103,32,583.6988570069999,7356.055146055276,8109.044613434626,6189.044613434626,1920,0,5964.8441168442205,80,5884.8441168442205
194,VEH_1104,16,291.865914175,4462.038286690251,4801.1064461033175,3841.106446103318,960,0,3649.6306293522016,80,3569.6306293522016
195,VEH_62,14,374.01791064,2201.6999770104258,2993.467473347597,2153.467473347597,840,0,2311.6999770104253,110,2201.6999770104258
196,VEH_85,10,265.427581827,215.308638553903,1241.581124329536,641.5811243295359,600,0,522.9629578308545,200,322.9629578308545
197,VEH_57,17,287.231986751,3213.506677126043,3722.6588386564763,2702.6588386564767,1020,0,2650.805341700835,80,2570.805341700835
198,VEH_86,19,507.468564905,1654.145047749897,3354.8256317614655,2214.8256317614655,1140,0,2681.2175716248453,200,2481.217571624845
199,VEH_58,19,317.87931112,4365.964164032701,5074.585077288689,3934.5850772886884,1140,0,3572.7713312261617,80,3492.7713312261617
200,VEH_102,5,74.20039191000001,369.36304673330176,900.3908410647845,600.3908410647846,300,0,375.4904373866414,80,295.4904373866414
201,VEH_137,14,374.70306970499996,1285.0830941603654,2364.3655156958453,1524.3655156958453,840,0,1692.0997129924388,150,1542.0997129924385
202,VEH_138,24,734.88083448,2192.5213796509584,4105.871244254456,2665.8712442544556,1440,0,2781.0256555811493,150,2631.0256555811493
203,VEH_1132,1,19.02687835,188.22176372019044,205.4141821568891,145.4141821568891,60,0,230.57741097615235,80,150.57741097615235
204,VEH_1137,6,117.6843049,1116.7713699045391,1317.9184557810322,957.9184557810319,360,0,973.4170959236313,80,893.4170959236313
205,VEH_1133,3,81.43552586,470.6692409889919,631.0356175878155,451.0356175878155,180,0,580.6692409889919,110,470.6692409889919
206,VEH_1142,2,43.61580404,186.59071974438922,470.0547595125751,350.0547595125751,120,0,229.2725757955114,80,149.2725757955114
207,VEH_165,7,236.37752519999998,1060.1173791109409,1538.7458044497314,1118.7458044497312,420,0,1422.1408549331293,150,1272.1408549331293
208,VEH_1131,3,76.13674971,258.7706946956499,441.8894706587298,261.8894706587298,180,0,715.7872504521699,250,465.7872504521698
209,VEH_166,3,75.197137567,236.86807055332068,449.9047482327055,269.9047482327055,180,0,434.2416846639848,150,284.2416846639848
210,VEH_180,25,457.13943896999996,5715.555642652778,5972.746695368754,4472.746695368755,1500,0,4652.444514122222,80,4572.444514122222
211,VEH_181,2,34.716177231,167.7865270616951,310.3032478096728,190.30324780967285,120,0,214.22922164935608,80,134.22922164935608
212,VEH_359,10,163.86215049,1880.9048829873395,2222.401389089003,1622.4013890890028,600,0,1584.7239063898717,80,1504.7239063898717
213,VEH_384,3,87.37259466,130.08203955674423,437.4841012188648,257.4841012188648,180,0,395.12305933511635,200,195.12305933511635
214,VEH_364,5,150.2670683,1013.3307897961487,1051.4327618707666,751.4327618707666,300,0,1123.3307897961486,110,1013.3307897961487
215,VEH_385,6,180.857974846,468.44168171016526,891.5236804415562,531.5236804415563,360,0,902.662522565248,200,702.662522565248
216,VEH_365,6,149.56665641,855.1806044460209,1323.3077939729965,963.3077939729965,360,0,965.1806044460209,110,855.1806044460209
