VehicleID,Sequence,ORD_NO,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
VEH_44,3,N_20230501858689,D_37,2023-05-01 19:10:27.332099400,60,60,2023-05-01 21:10:27.332099400,No
VEH_44,1,Null,O_9,2023-05-02 01:12:30.288601440,0 days 04:47:29.711398560,0,2023-05-02 06:00:00,Null
VEH_44,2,M18386936,D_433,2023-05-02 07:35:32.590111680,0,60,2023-05-02 08:35:32.590111680,No
VEH_44,1,Null,O_430,2023-05-02 09:26:24.880049220,0 days 02:33:35.119950780,0,2023-05-02 12:00:00,Null
VEH_44,2,MF2305306377785,D_2738,2023-05-02 12:57:46.735001520,0,60,2023-05-02 13:57:46.735001520,No
VEH_44,1,Null,O_430,2023-05-02 14:51:35.356865340,0 days 03:08:24.643134660,0,2023-05-02 18:00:00,Null
VEH_44,2,MF2305306377075,D_2719,2023-05-02 20:35:59.718883500,0,60,2023-05-02 21:35:59.718883500,No
VEH_44,1,Null,O_578,2023-05-02 22:17:11.472515880,0 days 01:42:48.527484120,0,2023-05-03 00:00:00,Null
VEH_44,2,MF2305196345018,D_2436,2023-05-03 01:31:40.304895180,0,60,2023-05-03 02:31:40.304895180,No
VEH_44,1,Null,O_578,2023-05-03 03:58:11.596763760,0 days 02:01:48.403236240,0,2023-05-03 06:00:00,Null
VEH_44,2,MF2305196345020,D_2436,2023-05-03 07:31:40.304895180,0,60,2023-05-03 08:31:40.304895180,No
VEH_44,1,Null,O_578,2023-05-03 09:58:11.596763760,0 days 02:01:48.403236240,0,2023-05-03 12:00:00,Null
VEH_44,2,MF2305196345022,D_2444,2023-05-03 14:19:10.346375940,0,60,2023-05-03 15:19:10.346375940,No
VEH_44,1,Null,O_578,2023-05-03 17:14:37.294333200,0 days 00:45:22.705666800,0,2023-05-03 18:00:00,Null
VEH_44,2,MF2305196345016,D_2443,2023-05-03 20:17:22.008899100,0,60,2023-05-03 21:17:22.008899100,No
VEH_44,1,Null,O_578,2023-05-03 23:11:06.547959060,0 days 00:48:53.452040940,0,2023-05-04 00:00:00,Null
VEH_44,2,MF2305196345002,D_2442,2023-05-04 01:22:37.452190500,0,60,2023-05-04 02:22:37.452190500,No
VEH_44,1,Null,O_629,2023-05-04 02:48:25.025874240,0 days 03:11:34.974125760,0,2023-05-04 06:00:00,Null
VEH_44,2,MF2305316390861,D_2838,2023-05-04 07:09:45.935574720,0,60,2023-05-04 08:09:45.935574720,No
VEH_44,1,Null,O_326,2023-05-04 08:23:08.599027140,0 days 03:36:51.400972860,0,2023-05-04 12:00:00,Null
VEH_44,2,N_20230502865049,D_99,2023-05-04 12:46:34.049978400,0,60,2023-05-04 13:46:34.049978400,No
VEH_44,1,Null,O_179,2023-05-04 14:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-04 18:00:00,Null
VEH_44,2,20230502B469886_001,D_92,2023-05-04 18:54:10.176597660,0,60,2023-05-04 19:54:10.176597660,No
VEH_44,1,Null,O_9,2023-05-04 22:41:52.797370020,0 days 01:18:07.202629980,0,2023-05-05 00:00:00,Null
VEH_44,2,M18391666,D_581,2023-05-05 03:25:23.501175120,0,60,2023-05-05 04:25:23.501175120,No
VEH_44,1,Null,O_580,2023-05-05 05:02:46.131537300,0 days 00:57:13.868462700,0,2023-05-05 06:00:00,Null
VEH_44,2,MF2305116281601,D_1598,2023-05-05 10:03:49.304461800,0,60,2023-05-05 11:03:49.304461800,No
VEH_44,1,Null,O_9,2023-05-05 11:34:40.980806100,0 days 00:25:19.019193900,0,2023-05-05 12:00:00,Null
VEH_44,2,M18391681,D_460,2023-05-05 15:57:54.166623780,0,60,2023-05-05 16:57:54.166623780,No
VEH_44,1,Null,O_11,2023-05-05 17:49:56.648173980,0 days 00:10:03.351826020,0,2023-05-05 18:00:00,Null
VEH_44,2,20230504B477403_001,D_54,2023-05-05 19:06:06.238764780,0,60,2023-05-05 20:06:06.238764780,No
VEH_44,1,Null,O_673,2023-05-05 20:41:11.156802,0 days 03:18:48.843198,0,2023-05-06 00:00:00,Null
VEH_44,2,M18394295,D_615,2023-05-06 02:27:48.433497660,0,60,2023-05-06 03:27:48.433497660,No
VEH_44,1,Null,O_144,2023-05-06 03:40:32.972916600,0 days 02:19:27.027083400,0,2023-05-06 06:00:00,Null
VEH_44,2,20230504B475461_001,D_98,2023-05-06 07:31:07.707768360,0,60,2023-05-06 08:31:07.707768360,No
VEH_44,1,Null,O_326,2023-05-06 09:10:39.344584500,0 days 02:49:20.655415500,0,2023-05-06 12:00:00,Null
VEH_44,2,20230504B477093_001,D_99,2023-05-06 12:46:34.049978400,0,60,2023-05-06 13:46:34.049978400,No
VEH_44,1,Null,O_179,2023-05-06 14:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-06 18:00:00,Null
VEH_44,2,20230504B475952_001,D_60,2023-05-06 19:23:34.687282800,0,60,2023-05-06 20:23:34.687282800,No
VEH_44,1,Null,O_352,2023-05-06 20:38:28.700877060,,0,,Null
VEH_45,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_45,2,M18386900,D_293,2023-05-01 01:15:49.350238260,0,60,2023-05-01 02:15:49.350238260,No
VEH_45,1,Null,O_376,2023-05-01 02:57:01.235530140,0 days 03:02:58.764469860,0,2023-05-01 06:00:00,Null
VEH_45,2,MF2305186334063,D_2229,2023-05-01 07:45:43.094229600,0,60,2023-05-01 08:45:43.094229600,No
VEH_45,1,Null,O_9,2023-05-01 09:19:56.304795180,0 days 02:40:03.695204820,0,2023-05-01 12:00:00,Null
VEH_45,2,M18385493,D_344,2023-05-01 12:26:52.910454900,0,60,2023-05-01 13:26:52.910454900,No
VEH_45,1,Null,O_9,2023-05-01 13:54:02.147074380,0 days 04:05:57.852925620,0,2023-05-01 18:00:00,Null
VEH_45,2,M18385435,D_310,2023-05-01 19:26:24.766725720,0,60,2023-05-01 20:26:24.766725720,No
VEH_45,1,Null,O_376,2023-05-01 20:57:14.255432280,0 days 03:02:45.744567720,0,2023-05-02 00:00:00,Null
VEH_45,2,MF2305186334169,D_2271,2023-05-02 01:20:30.169388640,0,60,2023-05-02 02:20:30.169388640,No
VEH_45,1,Null,O_9,2023-05-02 02:46:47.390061420,0 days 03:13:12.609938580,0,2023-05-02 06:00:00,Null
VEH_45,2,M18386930,D_431,2023-05-02 07:29:35.256876120,0,60,2023-05-02 08:29:35.256876120,No
VEH_45,1,Null,O_70,2023-05-02 08:50:18.063370440,0 days 03:09:41.936629560,0,2023-05-02 12:00:00,Null
VEH_45,2,20230502B471730_001,D_209,2023-05-02 13:54:26.331500160,0,60,2023-05-02 14:54:26.331500160,No
VEH_45,1,Null,O_144,2023-05-02 15:22:06.871584240,0 days 02:37:53.128415760,0,2023-05-02 18:00:00,Null
VEH_45,2,20230501B466887_001,D_93,2023-05-02 20:37:08.877065520,0,60,2023-05-02 21:37:08.877065520,No
VEH_45,1,Null,O_770,2023-05-02 22:27:36.527545980,0 days 01:32:23.472454020,0,2023-05-03 00:00:00,Null
VEH_45,2,20230503B473225_001,D_233,2023-05-03 03:23:30.310581300,0,60,2023-05-03 04:23:30.310581300,No
VEH_45,1,Null,O_326,2023-05-03 04:55:06.514571880,0 days 01:04:53.485428120,0,2023-05-03 06:00:00,Null
VEH_45,2,20230502B471633_001,D_99,2023-05-03 06:46:34.049978400,0,60,2023-05-03 07:46:34.049978400,No
VEH_45,1,Null,O_179,2023-05-03 08:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-03 12:00:00,Null
VEH_45,2,20230502B469891_001,D_94,2023-05-03 13:14:45.997048680,0,60,2023-05-03 14:14:45.997048680,No
VEH_45,1,Null,O_174,2023-05-03 14:58:19.702439100,0 days 03:01:40.297560900,0,2023-05-03 18:00:00,Null
VEH_45,2,20230502B469725_001,D_233,2023-05-03 19:03:40.833320940,0,60,2023-05-03 20:03:40.833320940,No
VEH_45,1,Null,O_326,2023-05-03 20:35:17.037311520,0 days 03:24:42.962688480,0,2023-05-04 00:00:00,Null
VEH_45,2,20230503B474613_001,D_99,2023-05-04 00:46:34.049978400,0,60,2023-05-04 01:46:34.049978400,No
VEH_45,3,20230502B471637_001,D_99,2023-05-04 00:46:34.049978400,60,60,2023-05-04 02:46:34.049978400,No
VEH_45,1,Null,O_179,2023-05-04 03:10:26.009332740,0 days 02:49:33.990667260,0,2023-05-04 06:00:00,Null
VEH_45,2,20230502B469888_001,D_93,2023-05-04 09:08:04.108685700,0,60,2023-05-04 10:08:04.108685700,No
VEH_45,1,Null,O_770,2023-05-04 10:58:31.759166160,,0,,Null
VEH_46,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_46,2,M18385283,D_283,2023-05-01 01:15:48.587951460,0,60,2023-05-01 02:15:48.587951460,No
VEH_46,1,Null,O_430,2023-05-01 02:46:41.063683260,0 days 09:13:18.936316740,0,2023-05-01 12:00:00,Null
VEH_46,2,20230501B467952_001,D_109,2023-05-01 14:22:03.929574660,0,60,2023-05-01 15:22:03.929574660,No
VEH_46,1,Null,O_144,2023-05-01 16:02:36.151163340,0 days 01:57:23.848836660,0,2023-05-01 18:00:00,Null
VEH_46,2,M18436651,D_705,2023-05-01 20:02:14.505815880,0,60,2023-05-01 21:02:14.505815880,No
VEH_46,1,Null,O_466,2023-05-01 21:21:37.670761080,0 days 02:38:22.329238920,0,2023-05-02 00:00:00,Null
VEH_46,2,20230502B471807_001,D_209,2023-05-02 02:09:51.059411280,0,60,2023-05-02 03:09:51.059411280,No
VEH_46,1,Null,O_466,2023-05-02 05:20:48.340679520,0 days 00:39:11.659320480,0,2023-05-02 06:00:00,Null
VEH_46,2,MF2305026197028,D_1309,2023-05-02 06:00:00,0,60,2023-05-02 07:00:00,No
VEH_46,1,Null,O_466,2023-05-02 07:00:00,0 days 05:00:00,0,2023-05-02 12:00:00,Null
VEH_46,2,20230502B471702_001,D_233,2023-05-02 14:44:26.184885840,0,60,2023-05-02 15:44:26.184885840,No
VEH_46,1,Null,O_326,2023-05-02 16:16:02.388876420,0 days 01:43:57.611123580,0,2023-05-02 18:00:00,Null
VEH_46,2,20230501B468632_001,D_99,2023-05-02 18:46:34.049978400,0,60,2023-05-02 19:46:34.049978400,No
VEH_46,1,Null,O_179,2023-05-02 20:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-03 00:00:00,Null
VEH_46,2,20230502B469857_001,D_86,2023-05-03 03:12:59.313707820,0,60,2023-05-03 04:12:59.313707820,No
VEH_46,1,Null,O_9,2023-05-03 04:17:10.134649800,0 days 01:42:49.865350200,0,2023-05-03 06:00:00,Null
VEH_46,2,M18389027,D_530,2023-05-03 07:05:23.865542220,0,60,2023-05-03 08:05:23.865542220,No
VEH_46,1,Null,O_376,2023-05-03 08:55:06.189530340,0 days 00:04:53.810469660,0,2023-05-03 09:00:00,Null
VEH_46,2,MF2305306379798,D_2157,2023-05-03 09:34:21.817659660,0,60,2023-05-03 10:34:21.817659660,No
VEH_46,1,Null,O_376,2023-05-03 11:07:20.494712160,0 days 00:52:39.505287840,0,2023-05-03 12:00:00,Null
VEH_46,2,MF2305276372343,D_2684,2023-05-03 14:45:15.816142319,0,60,2023-05-03 15:45:15.816142319,No
VEH_46,1,Null,O_629,2023-05-03 16:31:10.213122960,0 days 01:28:49.786877040,0,2023-05-03 18:00:00,Null
VEH_46,2,MF2305316390852,D_2838,2023-05-03 19:09:45.935574720,0,60,2023-05-03 20:09:45.935574720,No
VEH_46,1,Null,O_326,2023-05-03 20:23:08.599027140,0 days 03:36:51.400972860,0,2023-05-04 00:00:00,Null
VEH_46,2,20230502B471626_001,D_98,2023-05-04 00:35:28.020979200,0,60,2023-05-04 01:35:28.020979200,No
VEH_46,1,Null,O_326,2023-05-04 02:14:59.657795280,0 days 03:45:00.342204720,0,2023-05-04 06:00:00,Null
VEH_46,2,20230502B471632_001,D_99,2023-05-04 06:46:34.049978400,0,60,2023-05-04 07:46:34.049978400,No
VEH_46,1,Null,O_179,2023-05-04 08:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-04 12:00:00,Null
VEH_46,2,20230502B469890_001,D_93,2023-05-04 15:08:04.108685700,0,60,2023-05-04 16:08:04.108685700,No
VEH_46,3,20230503B472184_001,D_93,2023-05-04 15:08:04.108685700,60,60,2023-05-04 17:08:04.108685700,No
VEH_46,1,Null,O_770,2023-05-04 17:58:31.759166160,,0,,Null
VEH_47,1,Null,O_9,2023-05-01 00:00:00,0 days 00:00:00,0,2023-05-01 00:00:00,Null
VEH_47,2,M18385275,D_282,2023-05-01 01:18:39.303936060,0,60,2023-05-01 02:18:39.303936060,No
VEH_47,1,Null,O_376,2023-05-01 02:42:30.946774439,0 days 03:17:29.053225561,0,2023-05-01 06:00:00,Null
VEH_47,2,MF2305026196635,D_1282,2023-05-01 07:40:57.759462780,0,60,2023-05-01 08:40:57.759462780,No
VEH_47,1,Null,O_591,2023-05-01 08:59:27.761833020,0 days 09:00:32.238166980,0,2023-05-01 18:00:00,Null
VEH_47,2,20230501B467931_001,D_109,2023-05-01 20:42:02.166683340,0,60,2023-05-01 21:42:02.166683340,No
VEH_47,3,20230501B467761_001,D_109,2023-05-01 20:42:02.166683340,60,60,2023-05-01 22:42:02.166683340,No
VEH_47,1,Null,O_144,2023-05-01 23:22:34.388272080,0 days 00:37:25.611727920,0,2023-05-02 00:00:00,Null
VEH_47,2,20230501B466857_001,D_83,2023-05-02 02:17:56.514129720,0,60,2023-05-02 03:17:56.514129720,No
VEH_47,1,Null,O_284,2023-05-02 03:28:56.045537460,0 days 02:31:03.954462540,0,2023-05-02 06:00:00,Null
VEH_47,2,MF2305026193837,D_1235,2023-05-02 07:47:03.928339620,0,60,2023-05-02 08:47:03.928339620,No
VEH_47,1,Null,O_685,2023-05-02 09:37:57.312094500,0 days 02:22:02.687905500,0,2023-05-02 12:00:00,Null
VEH_47,2,MF2305026193862,D_1235,2023-05-02 12:53:26.572684560,0,60,2023-05-02 13:53:26.572684560,No
VEH_47,1,Null,O_685,2023-05-02 14:44:19.956439440,0 days 03:15:40.043560560,0,2023-05-02 18:00:00,Null
VEH_47,2,MF2305026193384,D_1237,2023-05-02 19:26:55.375883880,0,60,2023-05-02 20:26:55.375883880,No
VEH_47,1,Null,O_292,2023-05-02 20:52:29.065169220,0 days 09:07:30.934830780,0,2023-05-03 06:00:00,Null
VEH_47,2,MF2305046222573,D_1235,2023-05-03 07:27:37.703160900,0,60,2023-05-03 08:27:37.703160900,No
VEH_47,1,Null,O_685,2023-05-03 09:18:31.086915780,0 days 02:41:28.913084220,0,2023-05-03 12:00:00,Null
VEH_47,2,MF2305136296463,D_1654,2023-05-03 15:40:55.031917740,0,60,2023-05-03 16:40:55.031917740,No
VEH_47,1,Null,O_629,2023-05-03 17:03:38.183330580,0 days 00:56:21.816669420,0,2023-05-03 18:00:00,Null
VEH_47,2,M18407710,D_273,2023-05-03 19:03:08.541704460,0,60,2023-05-03 20:03:08.541704460,No
VEH_47,1,Null,O_326,2023-05-03 20:14:28.797932220,0 days 03:45:31.202067780,0,2023-05-04 00:00:00,Null
VEH_47,2,20230502B471035_001,D_98,2023-05-04 00:35:28.020979200,0,60,2023-05-04 01:35:28.020979200,No
VEH_47,3,N_20230502864677,D_98,2023-05-04 00:35:28.020979200,60,60,2023-05-04 02:35:28.020979200,No
VEH_47,1,Null,O_326,2023-05-04 03:14:59.657795280,0 days 02:45:00.342204720,0,2023-05-04 06:00:00,Null
VEH_47,2,20230502B471627_001,D_98,2023-05-04 06:35:28.020979200,0,60,2023-05-04 07:35:28.020979200,No
VEH_47,1,Null,O_326,2023-05-04 08:14:59.657795280,0 days 03:45:00.342204720,0,2023-05-04 12:00:00,Null
VEH_47,2,20230502B468861_001,D_97,2023-05-04 12:26:21.576071640,0,60,2023-05-04 13:26:21.576071640,No
VEH_47,3,20230502B471027_001,D_97,2023-05-04 12:26:21.576071640,60,60,2023-05-04 14:26:21.576071640,No
VEH_47,1,Null,O_11,2023-05-04 14:37:34.140941940,0 days 03:22:25.859058060,0,2023-05-04 18:00:00,Null
VEH_47,2,M18391857,D_648,2023-05-04 19:01:42.775853340,0,60,2023-05-04 20:01:42.775853340,No
VEH_47,1,Null,O_62,2023-05-04 20:41:57.763912440,0 days 03:18:02.236087560,0,2023-05-05 00:00:00,Null
VEH_47,2,M18392660,D_406,2023-05-05 01:09:12.409928280,0,60,2023-05-05 02:09:12.409928280,No
VEH_47,1,Null,O_179,2023-05-05 02:37:19.444685160,0 days 03:22:40.555314840,0,2023-05-05 06:00:00,Null
VEH_47,2,20230503B472186_001,D_94,2023-05-05 07:14:45.997048680,0,60,2023-05-05 08:14:45.997048680,No
VEH_47,1,Null,O_174,2023-05-05 08:58:19.702439100,0 days 03:01:40.297560900,0,2023-05-05 12:00:00,Null
VEH_47,2,N_20230503871013,D_108,2023-05-05 12:31:00.048386460,0,60,2023-05-05 13:31:00.048386460,No
VEH_47,3,20230504B475154_001,D_108,2023-05-05 12:31:00.048386460,60,60,2023-05-05 14:31:00.048386460,No
VEH_47,1,Null,O_174,2023-05-05 14:58:13.494579900,0 days 03:01:46.505420100,0,2023-05-05 18:00:00,Null
VEH_47,2,20230503B471937_001,D_233,2023-05-05 19:03:40.833320940,0,60,2023-05-05 20:03:40.833320940,No
VEH_47,1,Null,O_326,2023-05-05 20:35:17.037311520,0 days 03:24:42.962688480,0,2023-05-06 00:00:00,Null
VEH_47,2,20230504B477095_001,D_99,2023-05-06 00:46:34.049978400,0,60,2023-05-06 01:46:34.049978400,No
VEH_47,1,Null,O_179,2023-05-06 02:10:26.009332740,0 days 03:49:33.990667260,0,2023-05-06 06:00:00,Null
